N,P,K,temperature,humidity,ph,rainfall,label
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
8,15,33,28.97318719,98.09861043,5.50158009,213.90110209999997,coconut
18,9,40,19.44623085,89.02127045,5.627186257000001,106.16068329999999,pomegranate
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
86,18,45,28.96586565,90.71832938,6.566759102000001,22.25838137,muskmelon
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice
95,39,29,27.35152643,55.99375012,7.13411409,148.98125249999995,coffee
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
7,40,17,31.212394500000002,40.92604945,8.532078732999999,53.78769958,mothbeans
83,7,45,29.08417927,90.73891887,6.704104127000001,25.33014238,muskmelon
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
3,26,39,24.38318965,91.19431555,7.079973241,103.60121140000001,pomegranate
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya
41,69,82,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
117,26,30,27.92374437,67.96910852,7.079850922,115.23255309999999,coffee
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
99,15,27,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute
117,51,15,22.9535715,78.71555832,6.0445565939999994,99.75336197,cotton
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
61,53,43,26.40323239,81.05635517,6.349606327,223.36718829999998,rice
33,121,203,22.45696744,94.76285385,5.6059340870000005,114.84077250000001,apple
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean
54,65,47,27.92765919,91.55594211,6.7218358789999995,149.91075569999995,papaya
106,70,55,25.86824781,78.52399914,5.74055541,116.30195549999999,banana
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
1,124,199,23.71059131,93.27392415,5.658473817000001,112.66765890000002,apple
26,18,27,27.45907759,92.90736493,5.8360753679999995,142.1430003,coconut
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
2,120,203,23.12652652,94.71203306,5.893492998999999,108.62118329999998,apple
9,143,197,23.75033085,92.88160462,5.570020684,117.66028270000001,apple
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
5,144,205,21.42177231,92.62665309,6.184922574,102.80456579999999,apple
32,56,18,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes
93,58,38,20.61521424,83.77345559,6.932400225,279.54517169999997,rice
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
12,58,23,21.74600081,63.39503184,6.765091462000001,50.43306085,lentil
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
99,70,46,26.59580783,82.99556744,5.727469947,100.51233409999999,banana
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
34,38,31,35.37775595,45.58110023,6.4540453289999995,97.41586402,mango
118,18,32,27.6496114,51.11044023,6.3518237829999995,122.8392822,coffee
67,68,49,35.26824831,92.38282957,6.8217745889999994,149.8488208,papaya
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
27,64,21,32.84213012,68.68401492,7.5438042229999995,73.67166182,blackgram
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil
9,69,20,19.30607278,23.96362799,5.5915609989999995,129.3449326,kidneybeans
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,apple
25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
73,45,37,23.70467146,74.63745355,6.742688094,181.27839640000002,jute
83,11,53,29.54097171,92.91778307,6.163921247999999,21.9653077,muskmelon
34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
74,49,38,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
4,19,43,18.07132963,93.14554876,5.7794274020000005,106.3602023,pomegranate
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice
12,71,19,24.91079638,60.71367427,7.1426110560000025,42.19740397,lentil
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
9,49,16,30.88482722,41.36561835,7.6615373479999995,55.053805000000004,mothbeans
13,144,204,30.728040399999998,82.42614055,6.092241627000001,68.38135469,grapes
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
117,30,50,24.90123934,87.20772913,6.744966312000001,46.59207341,watermelon
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
92,81,52,27.39341554,81.4654833,6.4381372789999975,94.31102057,banana
11,61,21,18.62328774,23.02410338,5.5321005539999994,135.33780330000002,kidneybeans
4,41,20,28.14720892,83.8001509,6.6479655079999995,37.44800463,mungbean
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.88889939999999,coconut
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
40,29,42,24.63228709,89.01574455,7.1040949289999995,110.69561840000001,pomegranate
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
34,9,36,22.812264499999998,86.34233767,6.276038961,110.44322930000001,pomegranate
116,40,33,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
99,57,38,24.80624984,82.09281674,6.356295567999999,156.3616174,jute
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut
6,8,11,24.35590861,92.39651663,6.600948787999999,119.69465770000001,orange
7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
111,5,47,28.03306461,91.47355778,6.2744528110000015,21.17924769,muskmelon
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
28,67,21,21.79792649,63.73086065,6.250994222999999,46.62370222,lentil
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil
0,133,200,23.67287749,90.4935574,5.708418722,104.22980279999999,apple
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
19,15,34,26.29644905,99.65809151,5.6858890660000005,215.91950490000002,coconut
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
2,38,33,32.38697531,53.232824300000004,4.691396195,90.21633216,mango
25,17,40,18.91251245,87.74938524,6.608023872,111.28005159999998,pomegranate
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
104,25,51,28.96361426,93.88482153,6.4699832760000024,23.56130173,muskmelon
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
119,30,28,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee
13,72,21,24.32116642,21.0278674,5.8211944860000004,60.27552528,kidneybeans
17,64,17,21.02213209,24.93896255,5.662699104,124.61184709999999,kidneybeans
114,79,51,26.21009246,82.34429458,6.313197204,112.07000330000001,banana
99,6,45,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil
113,33,34,26.00373964,62.144510200000006,6.5598171610000025,153.477776,coffee
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
84,18,46,27.08808014,93.42402083,6.781050372999999,25.32159689,muskmelon
5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil
71,54,35,26.63952463,70.95705996,7.311077075,199.33557439999998,jute
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
105,93,46,25.01018457,78.76260938,5.760457558,108.36905130000001,banana
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange
97,25,50,26.22005978,80.90127035,6.0938146689999995,49.08553937,watermelon
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,cotton
7,144,195,22.96388477,93.58065995,5.85648105,104.64729859999998,apple
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
131,38,19,23.86814008,75.68339729,6.814341946,90.45471850000001,cotton
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
60,49,44,20.77576147,84.49774397,6.244841491,240.08106469999998,rice
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes
33,134,205,21.0365275,94.33919546,6.08551916,114.74127340000001,apple
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
9,25,41,24.81530144,91.90842992,5.972714857000001,109.28534180000001,pomegranate
42,60,47,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
29,25,35,28.357507199999997,91.64509299,5.542873799,160.73069909999995,coconut
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
21,135,198,23.86087054,94.92048112,5.7650151260000015,105.02413290000001,apple
8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
13,7,43,18.20230419,91.12282162,7.013481515,109.66239740000002,pomegranate
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean
31,79,75,18.820225100000002,16.1074793,8.204862075,89.73119396,chickpea
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
106,21,35,25.627354999999998,57.04151119,7.4285236339999985,188.55065359999998,coffee
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans
8,38,32,29.75150773,46.73723302,4.981816523,91.40598299999999,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,apple
114,8,52,29.34081108,94.55135390000001,6.419083092,28.22908103,muskmelon
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
5,21,38,22.43377991,90.3396556,6.107054807999999,112.45969699999999,pomegranate
83,95,50,26.51682337,77.79913575,5.50947065,108.85475079999999,banana
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
82,24,26,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple
114,30,51,29.24908541,90.06998135,6.069171847000001,25.93496537,muskmelon
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
123,44,21,25.78544484,75.00539324,7.6411165689999985,91.39578861,cotton
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
108,89,53,29.12036889,80.18080728,5.908770059,112.39820549999999,banana
100,58,41,23.17403323,87.88255345,6.6587699910000016,160.6217342,jute
34,29,8,31.87859192,91.15248149,6.450640306,105.34378249999999,orange
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya
32,12,30,25.39241091,98.08951196,5.5798450079999995,218.080385,coconut
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
40,143,201,24.97256132,82.72828653,6.4767577229999995,66.70016285,grapes
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil
63,58,50,43.03714283,94.64288979999999,6.720744449,41.5856585,papaya
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea
16,143,204,23.71475278,91.53331177,5.631333387000001,121.8961665,apple
83,22,54,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
59,47,53,32.86316618,91.46188740000001,6.8506632320000005,47.271547,papaya
14,8,43,21.92513945,94.46485312,7.051654924,111.71620159999998,pomegranate
5,136,195,22.35628673,91.92360477,6.264202804,107.76974129999999,apple
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
18,23,44,23.71028128,89.61794165,6.184400085,105.64999070000002,pomegranate
13,73,20,30.50420876,35.48885969,5.391560417999999,162.59277230000004,pigeonpeas
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean
25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram
90,39,37,24.81441246,81.68688879,6.86106911,190.78863859999998,jute
27,8,30,26.44600063,98.29937782,6.008386282999999,221.22581680000002,coconut
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas
82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,banana
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,apple
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,lentil
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
120,20,34,23.56960509,50.56339727,6.906124587000001,130.3797119,coffee
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
38,14,37,21.80523051,94.63612858,6.658402594,102.64888459999999,pomegranate
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
115,31,30,24.22984659,67.37768353,6.840927967000001,122.40734180000001,coffee
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
27,61,15,25.265329100000002,67.10004577,6.958054839,48.33941188,lentil
37,23,28,25.61294367,94.3138837,5.7400545670000005,224.3206759,coconut
108,35,25,23.98143338,61.10935084,6.9719631689999995,161.5279095,coffee
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas
25,129,195,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
29,25,14,30.49183837,90.4582865,7.781988584,113.33021049999999,orange
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,kidneybeans
45,61,78,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea
82,29,35,26.67377159,52.24226285,6.2468723939999995,156.15438980000005,coffee
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
22,30,12,15.78144173,92.51077745,6.354006743999999,119.035002,orange
67,41,40,25.84879500000001,87.81661683,7.333143205,152.6194403,jute
88,50,40,25.63215038,79.95150917,7.0518224720000005,182.25822769999996,jute
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton
29,145,205,22.81227579,92.12992101,6.212302608,109.33835520000001,apple
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil
90,15,52,27.04927452,91.38217309999999,6.448061578,23.65747461,muskmelon
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
93,43,38,23.61475336,86.14290267,6.987332927000001,150.2355238,jute
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes
50,47,48,24.63676897,90.61964344,6.712772332999999,218.22991869999998,papaya
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice
31,79,25,23.18864385,22.310455100000002,5.902033406,63.38208822,kidneybeans
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
0,12,7,20.18432263,90.65458473,6.9692496760000004,116.8130969,orange
114,40,17,24.32630461,80.13456404,6.363406102000001,69.45072055,cotton
8,72,17,20.57341244,19.752021799999998,5.711439256,87.87869161,kidneybeans
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
101,87,54,29.07311132,76.50045221,6.376756632999999,100.1692639,banana
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana
113,85,45,27.94972463,76.63713353,6.037430836,109.09216310000001,banana
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
89,9,47,29.47156259,90.77069618,6.6683827660000015,28.75226067,muskmelon
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana
77,52,41,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
104,18,30,23.60301571,60.39647474,6.7798326110000025,140.9370415,coffee
