시도명,읍면동명,거주인구,근무인구,방문인구,총 유동인구,평균 속도,평균 소요 시간,평균 기온,일강수량,평균 풍속,월,일,년
1,12,217522.267,79496.23599999999,378888.266,675906.7690000001,27.273000000000003,33.455,20.7,0.0,3.0,5,15,2019
1,17,572165.326,34324.506,200990.897,807480.728,33.769,32.308,17.133,5.167000000000002,3.533,5,22,2018
1,12,220892.829,51264.41,264587.532,536744.772,28.273000000000003,30.818,8.3,0.0,2.3,3,12,2018
1,34,149722.834,19015.868000000002,150571.02599999998,319309.727,29.6,49.4,0.9,0.0,2.4,1,18,2019
1,3,409143.473,51621.905,355585.559,816350.937,50.914,48.029,11.933,0.0,3.967,10,18,2018
1,34,149319.376,20999.319,163998.456,334317.151,29.0,51.8,22.9,1.5,3.3,8,24,2018
1,12,232439.73899999997,50820.014,302102.723,585362.476,28.545,32.364000000000004,12.0,0.0,3.4,11,3,2018
1,27,1038272.7579999999,174253.234,599848.537,1812374.529,32.0,46.812,3.9,0.0,3.6,12,27,2019
1,12,267193.768,28015.908,176250.155,471459.83,38.5,25.083,9.2,9.0,2.3,3,1,2020
1,31,155077.619,10136.68,100024.039,265238.338,42.167,14.333,0.0,0.0,1.7,2,6,2020
0,39,289213.274,25087.94100000001,196532.55,510833.765,42.4,47.95,19.05,0.0,3.4,9,24,2019
1,27,1019407.907,195687.967,542690.581,1757786.455,34.719,41.688,20.2,0.0,1.9,6,19,2019
0,0,199829.717,24503.819,93588.413,317921.94800000003,45.61,30.683000000000003,19.5,8.0,2.8,5,28,2018
1,12,223000.58399999997,79998.198,258584.672,561583.454,27.455,34.545,17.0,0.0,2.6,4,3,2018
1,32,272000.792,15766.892,112548.02699999999,400315.711,34.9,32.95,9.7,0.0,1.8,4,2,2020
1,23,155648.424,9041.923,69006.455,233696.802,50.091,51.212,10.65,10.5,1.5,2,29,2020
1,17,535361.561,77218.594,193469.66,806049.815,32.269,37.192,17.633,2.167,1.933,6,12,2018
0,1,281503.393,29648.345,158209.149,469360.8870000001,53.486,40.029,11.625,0.0,3.45,5,7,2019
1,17,558352.012,37839.961,204540.65399999998,800732.627,32.769,35.5,14.233,0.0,1.6669999999999998,4,28,2018
1,37,18763.462,6538.807,51980.582,77282.852,33.25,24.25,-0.5,1.5,6.3,2,17,2020
0,22,162034.897,17648.778000000002,143571.101,323254.776,48.944,43.667,20.6,0.0,0.3,7,26,2018
1,34,148315.89,27859.307999999997,162021.671,338196.86799999996,31.0,62.8,14.8,0.0,2.7,4,11,2018
0,26,76540.73,5268.451,28055.773999999998,109864.95599999999,38.067,21.067,7.025,1.0,5.0,3,4,2019
0,36,65335.269,18112.486,239887.21899999998,323334.974,47.367,48.367,15.35,0.0,1.5,4,29,2018
0,36,69098.027,19442.898,203935.593,292476.518,47.733,47.767,22.75,0.0,1.7,6,24,2018
1,13,654626.507,41462.8,268711.719,964801.025,28.364,41.273,6.1,0.0,3.6,2,23,2018
1,7,1016450.304,162745.788,588974.5920000001,1768170.6840000001,38.66,38.453,4.5,0.0,1.3,11,28,2018
1,10,97219.674,12825.692,143666.866,253712.232,37.0,23.0,21.8,0.0,2.5,5,25,2019
1,35,190215.65600000002,17897.984,133396.438,341510.078,27.5,30.375,17.0,0.0,2.6,4,3,2018
1,12,220124.738,60530.931,281671.542,562327.211,27.818,31.182,17.3,0.0,4.1,5,21,2018
1,31,132571.576,14413.067,93509.599,240494.242,40.167,17.667,18.9,0.0,2.2,6,11,2019
0,22,194947.795,19787.45,125785.55,340520.795,49.0,43.111,9.1,0.0,2.0,4,16,2019
1,17,539597.256,85098.57199999999,200017.34100000001,824713.1690000001,31.154,39.154,17.533,0.833,2.4,5,14,2019
1,15,722966.8359999999,101731.554,498480.482,1323178.872,37.889,67.333,5.6670000000000025,2.167,2.967,3,16,2018
1,33,428386.536,23394.40700000001,222740.813,674521.757,49.667,60.087,7.0,0.0,2.7,12,21,2019
1,31,154395.802,7206.658,92371.92300000001,253974.383,37.833,14.333,1.5,0.0,2.5,2,17,2019
1,25,294591.605,37793.246,281958.869,614343.72,33.625,46.25,8.3,8.5,2.7,4,10,2019
1,24,1202779.01,98557.338,539741.166,1841077.513,36.94300000000001,33.517,6.0,0.0,1.4,10,27,2018
0,9,65269.035,5561.1709999999985,63485.486,134315.69199999998,47.42100000000001,27.684,25.2,0.0,1.0,9,10,2019
1,38,28412.979,5362.493,98426.44300000001,132201.916,34.167,47.611,8.5,0.0,2.1,2,27,2018
1,7,1004655.4820000001,154641.781,568455.41,1727752.6730000004,37.604,39.321,5.4,0.0,0.5,4,16,2018
1,13,620878.065,37241.059,249562.15300000002,907681.277,31.909,30.818,25.9,62.0,2.1,7,22,2019
1,31,166403.19400000002,8123.766,84032.484,258559.444,42.833,15.167,11.7,17.5,4.3,4,19,2020
1,37,32900.156,4874.777,54903.530999999995,92678.465,36.5,20.5,11.1,0.0,2.1,4,26,2020
0,6,87156.641,22312.763,69212.844,178682.247,41.548,19.452,25.0,61.5,6.2,9,6,2019
1,35,211102.996,17921.82,160403.878,389428.69399999996,34.125,27.25,6.7,0.5,1.4,1,28,2020
0,6,85740.76199999999,18141.377,113496.80300000001,217378.94199999998,40.783,17.87,6.8,0.0,1.6,1,18,2019
1,25,315749.842,37491.683,259245.009,612486.534,35.533,44.6,11.3,0.0,2.6,3,31,2020
1,37,31659.986,7191.825,76156.994,115008.805,33.75,22.75,4.5,0.0,2.8,12,12,2019
1,17,542582.267,86721.189,202183.681,831487.137,31.577,36.385,18.867,0.0,2.3,5,15,2019
0,36,66993.262,25084.674,194582.65899999999,286660.595,47.032,48.677,20.5,0.0,2.5,6,4,2018
0,39,308698.547,25708.72700000001,123985.28,458392.555,41.05,48.55,2.0,0.0,4.15,2,6,2020
1,31,139186.857,14912.882,98812.121,252911.86,32.0,17.167,8.6,23.0,4.8,4,6,2018
1,13,627660.894,37756.297999999995,214093.48,879510.672,33.818000000000005,28.727,17.8,0.0,5.6,6,7,2019
0,40,362451.87700000004,16923.28,143659.554,523034.71200000006,55.118,45.176,15.767,0.0,10.433,10,27,2018
1,15,907816.603,59721.883,293783.911,1261322.397,39.926,61.148,12.2,0.0,1.8,10,14,2018
1,27,1025245.3740000001,193770.83,590481.708,1809497.9109999998,33.812,43.469,21.7,0.0,2.2,6,27,2019
0,30,41674.394,7890.479,106512.405,156077.27800000002,60.5,28.625,8.0,2.0,2.3,1,22,2018
1,31,156897.399,8692.633,98894.29199999999,264484.325,33.5,16.167,4.7,0.0,2.3,1,14,2018
1,5,740685.752,93987.7,506664.7020000001,1341338.155,51.226000000000006,52.731,15.35,0.0,2.25,6,13,2019
1,10,100255.48,9776.948,131516.803,241549.23100000003,28.0,17.667,-1.6,0.0,1.6,1,27,2018
0,28,53004.67,19978.49,107481.521,180464.68,57.714,32.714,12.0,1.0,1.5,4,10,2019
1,31,138823.077,14424.128,94928.97300000001,248176.178,32.333,18.0,13.4,0.0,3.3,11,15,2018
1,5,750958.363,75413.233,619039.04,1445410.636,50.538,52.591,23.76,5.9,2.82,8,13,2019
0,18,389207.695,38634.337,189354.24899999998,617196.282,37.81,32.762,0.4,0.0,2.4,1,24,2018
0,28,50446.733,21622.642999999996,101675.055,173744.431,58.143,33.0,14.8,0.0,1.8,4,18,2019
1,17,541406.332,65181.364,238453.55399999997,845041.25,36.147,33.588,19.167,0.0,2.667,9,17,2019
0,9,60243.640999999996,6307.339,52387.143,118938.123,48.0,26.579,12.7,0.0,1.5,11,29,2018
1,10,104580.02699999999,12407.795,138239.955,255227.777,29.0,17.0,10.5,5.0,1.6,12,22,2018
1,37,27218.732000000004,6208.385,72241.943,105669.06,32.5,24.25,26.2,0.0,1.7,7,24,2019
1,32,232618.353,14900.833,108037.737,355556.9229999999,30.2,38.05,3.6,0.0,3.8,2,1,2019
0,0,213059.353,23298.702,104252.92300000001,340610.97799999994,44.082,31.776,21.6,0.0,5.1,9,20,2019
0,26,82613.315,3804.1079999999997,39106.756,125524.179,42.333,20.6,17.825,0.0,2.825,6,16,2019
0,39,279242.99100000004,23956.629,295134.25399999996,598333.874,47.429,58.619,14.0,0.0,3.7,10,18,2018
0,22,186869.122,12165.305,136063.62099999998,335098.048,49.778,43.278,3.0,0.0,3.3,3,30,2019
0,9,59943.39599999999,4504.263,81767.945,146215.604,47.57899999999999,26.579,14.6,0.0,2.7,3,27,2019
0,28,45500.192,18159.698,101375.712,165035.60199999998,57.0,33.571,15.7,11.0,3.1,4,5,2018
1,3,410144.157,54806.65900000001,293415.363,758366.179,51.0,48.543,23.13300000000001,0.0,4.367,7,10,2018
0,22,209895.23100000003,15213.146,147060.889,372169.266,49.7,40.5,19.6,0.0,0.9,8,20,2019
1,37,28404.437,6432.918000000002,68858.077,103695.431,32.0,25.75,26.3,0.0,1.7,7,23,2019
1,35,195967.6,18342.016,134814.804,349124.42,28.25,28.5,4.5,33.5,3.9,3,8,2018
1,13,623263.284,43373.393,248621.72100000002,915258.3979999999,27.364,46.0,25.1,1.0,5.0,8,24,2018
1,3,371023.649,41188.633,276754.016,688966.298,51.029,47.714,11.667,0.0,1.633,3,27,2018
0,1,282970.256,25948.536,194380.28600000002,503299.078,52.31399999999999,41.543,25.3,0.0,2.533,8,8,2018
0,28,46020.169,8695.103000000001,95505.9,150221.172,56.0,36.571,12.4,0.0,2.5,12,25,2019
0,20,120364.603,8111.986,120524.754,249001.343,39.778,28.0,26.0,0.0,2.1,8,20,2019
1,27,1185185.682,111806.524,659651.248,1956643.4540000001,27.962,40.231,1.4,0.0,4.6,1,26,2019
1,34,143636.521,21011.575,150761.13,315409.226,30.8,49.0,7.9,0.0,2.3,12,19,2018
1,35,191180.63600000003,17708.629,143501.461,352390.726,28.5,28.5,7.9,1.0,4.8,3,15,2019
1,37,26213.212000000003,6627.5909999999985,61240.606,94081.409,33.25,24.25,17.1,0.0,2.5,9,24,2019
1,33,427571.214,27195.347999999998,256569.483,711336.046,50.889,62.5,9.1,0.0,3.95,3,30,2019
1,37,32095.085,6723.5109999999995,75083.56599999999,113902.162,31.25,25.75,2.6,0.0,1.8,1,15,2020
1,32,191966.31399999998,12454.694,101190.90699999999,305611.916,30.15,34.1,5.7,0.0,1.7,2,26,2018
1,32,222080.746,11708.908000000001,114797.95,348587.605,31.4,35.6,16.3,18.5,2.7,5,7,2018
1,5,737250.051,85193.43199999999,639863.754,1462307.236,50.674,51.92100000000001,23.0,0.375,5.875,8,2,2018
1,27,1100132.463,208483.984,568333.924,1876950.372,27.731,39.462,20.3,0.0,1.7,5,29,2018
0,14,223346.38600000003,26352.873,127407.06,377106.31899999996,44.757,34.243,6.6,0.0,3.9,12,12,2019
1,24,1254971.7340000002,98850.099,519667.177,1873489.01,37.264,32.103,23.7,3.0,1.4,8,15,2018
1,37,27140.964,6411.099,65788.018,99340.08,31.75,26.25,21.7,0.5,1.6,7,12,2019
1,32,254209.54,14146.77,113148.53300000001,381504.843,33.45,35.7,24.0,155.0,2.6,7,19,2019
1,21,259223.143,43916.901,207094.10100000002,510234.146,52.469,42.094,15.4,0.0,5.0,4,13,2018
1,37,26034.15,6560.052,63706.460999999996,96300.662,31.75,26.5,21.0,0.0,2.0,6,21,2019
1,10,103856.12800000001,20332.571,156166.198,280354.896,37.5,22.5,12.1,0.0,2.3,11,6,2019
1,34,136089.72,23518.197,163751.24599999998,323359.164,40.4,47.8,7.5,0.0,2.3,11,21,2019
1,15,726059.762,117926.396,292978.39,1136964.548,37.111,71.704,-4.667,2.5,3.3,1,29,2018
1,8,73201.44900000001,5713.468000000003,82295.534,161210.451,29.556,24.111,16.9,0.0,1.5,11,2,2019
1,5,715870.407,80008.2,472075.30700000003,1267953.914,51.899,50.753,-5.125,0.0,6.125,12,27,2018
0,26,84989.481,4842.133,39146.775,128978.388,40.6,19.667,-0.25,0.25,3.633,12,8,2018
1,10,101851.701,11527.311000000005,147093.06,260472.073,38.5,20.25,13.4,0.0,2.8,10,26,2019
0,26,81113.40400000001,4566.225,35812.439,121492.06800000001,39.533,22.4,23.775,43.125,3.075,8,21,2019
0,18,407450.24700000003,25127.78,184344.402,616922.428,39.429,30.429,8.3,0.0,3.2,1,20,2019
1,12,230934.299,47867.70200000001,394566.714,673368.714,35.917,28.833,26.8,0.0,1.9,8,3,2019
1,33,450044.922,40602.323,255220.328,745867.572,51.167,62.361,5.35,0.0,5.95,3,22,2019
1,2,157712.604,19565.589,195305.707,372583.9,36.556,27.667,5.5,0.0,2.1,12,8,2019
0,36,82518.163,18637.523,149375.813,250531.49800000002,47.233,47.533,19.3,36.5,6.5,10,6,2018
0,20,107815.84,5766.387,78474.857,192057.08399999997,37.0,29.333,17.7,0.0,1.9,5,5,2018
1,24,1198982.471,133951.781,535729.2760000001,1868663.5280000002,35.839,35.092,-8.2,0.0,1.6,1,26,2018
1,10,100174.81599999999,18552.353,142256.598,260983.767,37.0,22.5,14.5,0.5,1.9,10,15,2019
0,22,216181.107,10853.271999999999,131898.143,358932.52200000006,49.15,41.45,13.1,0.0,1.4,10,6,2019
1,38,25405.263,4171.833,107791.565,137368.661,38.895,39.526,23.2,0.0,2.0,5,25,2019
1,37,36046.635,7658.78,58146.35400000001,101851.769,29.0,24.25,19.3,54.5,5.7,10,6,2018
1,7,1013342.5809999999,106436.516,571555.116,1691334.2130000002,38.66,35.717,22.0,0.0,1.7,7,21,2018
1,35,196943.005,19402.282,144238.128,360583.415,27.375,29.75,19.9,0.0,2.7,6,1,2018
1,24,1159247.147,139396.934,555866.836,1854510.917,40.372,32.209,21.8,0.0,4.4,7,23,2019
0,18,398892.10299999994,33186.828,181181.11800000002,613260.049,38.714,31.19,9.2,0.0,1.4,2,21,2019
0,26,84468.873,6853.498000000001,40865.397000000004,132187.767,39.867,19.933,4.825,2.125,2.525,1,22,2018
1,3,489653.51,33304.386,185980.19600000003,708938.0909999999,51.35,44.325,7.1670000000000025,12.0,2.2,3,7,2020
1,5,803233.115,81970.61,399686.55100000004,1284890.2759999998,51.731,51.57,7.16,0.0,3.2,4,2,2020
1,3,413650.019,47096.070999999996,223721.384,684467.473,50.771,48.543,22.7,27.5,2.3,9,20,2018
1,5,740066.6259999998,94501.567,509172.00299999997,1343740.196,52.427,50.404,5.55,0.0,3.15,12,19,2018
1,25,304134.006,37266.187999999995,311968.063,653368.256,33.25,46.688,8.3,7.0,2.2,2,27,2019
1,35,201458.36399999997,17663.211,151991.46300000002,371113.03799999994,26.75,31.25,25.7,38.0,4.2,8,16,2018
0,36,70005.51400000001,20069.218999999997,210030.64399999997,300105.377,46.967,47.9,18.25,0.0,1.95,5,4,2019
0,18,376024.739,29031.088,173200.07,578255.8960000001,39.682,30.227,8.7,0.0,1.8,2,20,2018
1,25,321322.197,40926.536,269614.317,631863.05,36.0,44.667,12.5,0.0,2.4,3,25,2020
1,2,160605.538,37956.727,185256.188,383818.453,31.875,22.5,3.8,0.0,2.7,1,2,2018
1,35,197175.363,12885.55,182286.888,392347.80100000004,27.875,28.125,5.2,0.0,2.7,1,21,2018
1,24,1231787.285,81666.744,524188.198,1837642.226,35.86199999999999,34.011,-4.1,0.0,0.9,1,28,2018
1,35,198224.858,19515.471999999998,131666.83,349407.16,28.125,29.125,9.5,0.0,2.4,4,15,2019
0,36,67560.511,19960.205,206248.72699999998,293769.443,45.438,54.719,2.4,0.0,3.8,12,31,2019
1,8,72557.192,9070.806999999999,90512.9,172140.89899999998,25.333,24.556,28.9,0.0,3.3,8,2,2018
1,31,140907.671,15666.833,94792.009,251366.512,40.167,16.667,6.2,0.0,2.3,12,3,2019
1,21,277228.317,36952.816,240513.56699999998,554694.7,51.90600000000001,42.0,27.05,18.0,6.0,8,16,2018
1,31,154038.786,8529.021,91821.405,254389.21300000002,34.0,15.167,16.7,30.5,2.5,5,13,2018
1,2,151627.239,22382.382,200443.569,374453.189,33.75,20.25,1.4,0.0,4.6,1,26,2019
1,37,33761.0,5108.481,76945.439,115814.92,35.0,22.25,10.1,14.5,3.6,12,29,2019
1,10,100724.79400000001,18457.99,146793.908,265976.692,28.0,16.667,9.9,0.0,2.1,11,30,2018
0,19,307628.044,45054.971,285402.8,638085.814,51.036,45.036,15.6,0.0,1.4,4,28,2018
1,33,460564.37200000003,33950.62,257215.55800000002,751730.551,48.88399999999999,60.493,20.25,26.0,1.0,7,13,2019
0,19,356243.205,65444.398,209902.104,631589.707,51.286,45.357,21.3,0.0,2.8,6,4,2018
0,16,300134.085,22655.612,194230.72199999998,517020.42,37.222,33.444,12.1,0.0,1.2,4,13,2019
1,5,710050.3570000002,48482.640999999996,509660.456,1268193.455,51.032,52.20399999999999,20.4,26.3,2.28,9,8,2019
0,30,54959.427,10642.753999999999,107091.168,172693.349,59.25,28.5,5.5,0.0,1.2,2,10,2019
0,22,158753.796,9460.692,112801.15,281015.63800000004,50.722,41.333,-0.2,1.0,0.6,2,18,2018
1,34,135392.902,17535.398,170852.921,323781.221,30.4,54.2,11.5,0.0,1.8,3,29,2019
1,11,523606.086,13747.276000000002,105843.40699999999,643196.769,33.143,15.286,7.667000000000002,39.333,4.333,3,10,2019
1,25,353500.669,26311.736,309405.684,689218.089,37.4,42.0,2.5,13.5,5.4,2,16,2020
0,39,281659.342,16751.394,335965.49799999996,634376.2339999999,47.333,58.143,5.8,0.0,4.2,2,4,2019
1,32,174418.987,12798.787,100067.71699999999,287285.49,30.0,35.7,6.0,18.0,4.8,3,8,2018
0,40,373829.285,14897.598999999998,185455.074,574181.958,56.176,44.824,12.167,0.0,2.733,2,6,2019
1,5,761842.745,66419.076,624115.826,1452377.6469999999,50.591,53.484,8.46,0.0,3.42,11,9,2019
0,9,57425.808,5879.5080000000025,61098.417,124403.73199999999,47.474,27.211,12.7,0.0,1.7,4,19,2018
1,7,1020010.829,163627.927,595653.299,1779292.0559999999,37.679,38.358,20.3,0.0,0.8,7,16,2018
1,23,138133.861,13413.46,82813.702,234361.02399999998,48.424,56.06100000000001,17.1,0.0,4.05,10,14,2019
1,24,1153483.258,100845.56599999999,565475.183,1819804.007,37.368,32.253,23.0,0.0,0.9,7,28,2018
1,7,1011305.9040000001,153727.59699999998,588854.788,1753888.289,37.321,39.62300000000001,14.2,0.0,2.3,4,11,2018
0,26,74373.019,5632.4630000000025,32357.3,112362.78199999999,39.533,20.2,15.9,0.125,2.033,5,13,2019
1,34,157227.015,14104.256000000001,162286.086,333617.357,43.2,39.6,15.2,0.0,2.8,6,16,2019
0,40,389705.72,19683.396,188758.938,598148.054,56.118,45.059,17.9,0.0,2.3,5,12,2019
0,16,282912.692,25483.642999999996,240069.456,548465.791,37.129,36.645,25.2,1.5,1.2,7,27,2019
1,24,1199316.741,191683.241,515563.54,1906563.521,37.989,31.218000000000004,4.0,2.0,1.9,4,10,2019
1,35,210350.518,20892.838,154929.177,386172.533,33.875,27.75,4.7,0.0,1.9,1,10,2020
1,15,844931.6009999998,47440.75700000001,290860.039,1183232.398,41.74100000000001,60.667,1.9,0.0,2.9,1,19,2020
1,12,216226.592,72918.109,298077.873,587222.575,28.455,30.273000000000003,20.3,0.0,1.7,5,29,2018
1,17,566449.096,78377.34599999999,201225.819,846052.262,31.885,36.923,16.467,0.0,4.7,10,1,2018
0,30,41069.43700000001,8489.3,78415.09,127973.82699999999,58.25,29.75,22.5,7.0,1.1,9,17,2018
1,12,249769.395,47719.465,287605.364,585094.225,29.727,28.182,6.8,9.5,1.7,12,16,2018
1,31,130594.06599999999,14710.4,100148.31300000001,245452.77800000002,32.0,17.333,17.1,0.0,2.1,5,31,2018
1,34,145735.295,22508.33,150295.14,318538.766,31.4,49.6,7.3,0.0,2.2,11,13,2018
1,10,103855.016,15161.09,135595.09900000002,254611.205,38.0,20.5,21.9,15.0,4.1,6,6,2019
0,40,366356.726,19573.005,165102.704,551032.435,56.118,45.0,28.867,0.0,6.1670000000000025,8,11,2018
0,39,291402.192,21116.232999999997,249886.547,562404.9720000001,46.714,58.857,8.8,0.0,4.5,3,1,2019
1,27,1090570.116,113369.367,561828.506,1765767.989,33.531,42.938,3.8,0.0,2.7,1,4,2020
1,17,578564.8470000001,35641.782999999996,199564.108,813770.738,32.231,37.577,12.3,58.833,5.332999999999998,4,14,2018
0,30,46022.50900000001,7754.814,97855.394,151632.717,55.25,33.125,23.8,120.5,2.7,7,18,2019
1,5,724639.5329999998,79891.06,575570.381,1380100.9740000002,49.925,53.63399999999999,18.925,76.875,2.325,8,29,2019
0,39,283742.0,19739.807,233050.445,536532.252,45.857,59.857,6.8,0.0,2.9,12,25,2018
0,20,116200.588,11359.115,78822.22,206381.923,41.111,26.778,19.3,146.5,2.0,5,27,2019
0,40,403337.125,31542.8,176264.50600000005,611144.432,53.056,52.611,19.8,0.0,2.467,10,10,2019
1,15,941588.569,214888.22600000002,322233.587,1478710.382,41.593,63.037,3.9,0.0,1.85,12,4,2019
0,40,381777.475,25926.609,165791.72699999998,573495.811,54.882,45.529,17.033,0.0,6.1670000000000025,10,17,2018
1,32,240146.27399999998,13902.438,104044.95800000001,358093.67,33.75,34.9,20.9,40.5,3.7,7,10,2019
1,25,295061.57899999997,38743.981,285760.158,619565.718,33.2,46.6,27.5,0.0,2.3,8,7,2019
0,28,47911.386,18523.703999999998,110412.587,176847.677,58.143,32.714,29.3,0.0,4.3,8,1,2018
1,21,278979.656,19623.941000000006,252554.991,551158.588,52.844,41.53100000000001,22.85,0.0,3.233,9,9,2018
1,34,157708.582,16380.921999999999,142428.635,316518.13899999997,44.4,40.6,2.4,0.0,2.1,2,23,2020
1,34,135052.027,20497.737,180595.276,336145.04,38.4,59.4,3.6,0.0,1.3,12,24,2019
1,17,561388.425,48930.93900000001,208344.05800000002,818663.422,32.231,37.231,6.567,0.0,3.767,2,25,2019
0,36,78424.45,14028.336000000001,93326.354,185779.14,47.438,50.312,11.0,0.0,2.9,3,19,2020
1,34,141369.529,24944.197,148208.761,314522.488,39.4,57.0,15.2,0.0,2.5,6,10,2019
1,27,1162628.564,166211.034,623426.211,1952265.8090000001,28.231,39.5,4.5,33.5,3.9,3,8,2018
0,1,248821.425,22933.15700000001,189064.967,460819.549,52.914,40.857,5.35,0.0,2.033,3,23,2018
0,26,91590.59199999999,4604.023,107625.289,203819.905,40.133,21.867,7.95,6.5,3.35,1,25,2020
1,31,136641.388,12563.56,100283.28,249488.22699999998,38.667,19.833,24.7,0.0,1.3,9,10,2019
1,31,150598.29,8184.973000000001,96042.116,254825.379,43.667,13.0,5.2,0.0,2.2,1,5,2020
1,11,442674.278,23248.951,117148.225,583071.454,31.0,17.429000000000002,22.4,0.16699999999999998,2.533,6,25,2018
0,16,302708.786,26901.81,203446.107,533056.702,37.704,33.222,9.2,0.0,1.4,2,21,2019
1,4,68258.47099999999,30219.25,96739.33,195217.052,34.818000000000005,59.273,21.5,19.5,2.3,9,20,2018
1,34,141088.491,23125.262000000002,153067.15099999998,317280.904,30.2,51.0,23.0,0.0,1.4,7,19,2018
1,17,619186.037,46042.63,184871.61,850100.277,38.088,29.529,4.0,0.0,6.267,3,4,2020
1,37,28743.362,8212.05,63852.401,100807.81300000001,30.0,24.0,8.3,0.0,2.3,3,12,2018
1,31,141325.109,6913.699000000001,93566.51699999999,241805.325,42.167,15.167,22.5,18.5,1.8,9,8,2019
1,10,99469.62800000001,12120.656,132694.06699999998,244284.35100000002,25.0,21.333,27.2,0.0,2.1,8,6,2018
0,16,303009.025,22578.95,217880.67,543468.644,37.484,34.484,12.4,0.0,2.5,12,25,2019
1,35,219860.603,12830.104,125419.055,358109.763,36.375,23.5,16.9,0.0,2.8,4,30,2020
1,10,101130.337,17874.565,147099.611,266104.51300000004,34.75,29.25,24.3,1.0,3.5,8,16,2019
1,17,493966.719,39518.778,288902.881,822388.378,38.971,29.059,7.933,0.0,1.967,1,24,2020
1,17,564175.5079999999,35609.948,191147.31600000002,790932.772,37.176,30.971,16.833,0.0,3.067,10,5,2019
1,21,272951.178,19212.343999999997,276802.401,568965.924,52.875,41.312,27.533,0.0,1.367,7,15,2018
1,32,235865.89,11187.546999999999,129984.964,377038.401,30.95,32.8,23.2,32.5,1.5,6,30,2018
1,27,1152757.726,207480.70899999997,540373.042,1900611.477,27.423,41.192,17.9,27.0,2.0,6,11,2018
1,17,554105.247,42468.912000000004,226696.17899999997,823270.337,31.846,36.654,-0.2,1.3330000000000002,2.0,1,31,2018
1,35,215740.008,11172.851999999999,133896.65300000002,360809.513,29.625,27.5,26.5,10.5,5.3,7,22,2018
0,36,61879.639,21863.267000000003,184589.63,268332.536,48.219,49.40600000000001,16.7,0.0,3.6,5,21,2019
1,37,35691.379,5921.45,74831.849,116444.67800000001,34.75,21.75,2.4,0.0,1.4,1,1,2020
0,6,84857.272,16154.878,78135.786,179147.935,41.774,19.097,7.4,0.0,1.5,2,4,2020
1,24,1200893.65,118963.095,511260.69,1831117.435,36.805,34.736,2.3,4.0,1.9,2,19,2018
1,3,467768.549,32930.695,202606.85199999998,703306.0959999999,51.275,44.175,5.132999999999999,3.833,3.133,3,28,2020
0,0,203666.343,17857.398,106122.01800000001,327645.75899999996,45.229,30.167,19.0,1.0,2.2,6,8,2019
0,22,176581.615,15616.862,138925.197,331123.674,48.5,43.222,20.1,8.0,3.7,8,13,2018
1,34,163920.676,20221.426,182965.25699999998,367107.359,30.4,49.2,-4.2,0.0,1.9,1,27,2018
0,16,301115.256,30566.131,234340.62399999998,566022.011,37.677,35.41900000000001,6.7,0.0,2.4,1,13,2020
1,12,217411.063,66429.26299999999,402790.273,686630.6,34.917,29.75,24.3,0.0,2.1,8,23,2019
1,10,93415.0,7778.995,129395.502,230589.497,39.5,19.75,22.0,0.0,3.6,9,13,2019
1,4,85596.345,10296.136999999999,85618.89300000001,181511.375,35.0,58.273,1.1,1.0,3.0,2,15,2019
1,27,1198358.487,118678.261,592133.368,1909170.1169999999,27.231,41.385,12.0,0.0,2.8,10,13,2018
1,8,74760.17,8819.931,83411.75200000001,166991.85199999998,25.889,24.111,28.0,0.0,1.4,8,6,2018
0,30,42185.319,8700.582,98309.726,149195.628,58.0,29.5,18.6,0.0,2.1,10,9,2018
0,20,103305.76,10906.124,79136.977,193348.861,38.333,28.222,11.7,0.0,1.6,4,12,2019
1,24,1114463.494,59233.301,533530.581,1707227.376,38.241,31.586,-1.7,0.0,1.2,2,17,2018
1,38,25023.523999999998,5268.245,100522.868,130814.638,36.158,50.57899999999999,18.3,58.0,2.3,6,14,2019
1,31,139679.064,16165.638,97138.45599999999,252983.158,39.0,17.833,7.8,0.0,4.0,11,19,2019
1,27,1139919.469,88089.641,502473.146,1730482.256,35.094,38.688,4.4,0.0,2.1,2,23,2020
0,9,69191.588,5536.8830000000025,70537.826,145266.296,47.0,28.263,26.8,0.0,1.1,8,6,2019
1,21,269289.203,44189.515,183155.988,496634.706,53.062,41.812,16.033,0.333,1.267,10,22,2018
1,35,197078.431,17067.971,140391.801,354538.203,27.875,29.625,25.7,0.0,2.0,8,20,2018
1,11,448975.172,21137.215,114041.45199999999,584153.839,29.714,19.571,20.967,0.0,1.567,7,15,2019
0,22,220821.413,11503.018999999998,127363.50300000001,359687.936,50.0,40.15,16.1,69.0,4.1,9,21,2019
1,3,437777.50899999996,30532.516,336472.75299999997,804782.777,51.08600000000001,47.82899999999999,13.667,0.0,1.5,10,14,2018
1,10,108697.49699999999,10490.075,99708.587,218896.15899999999,40.75,15.0,5.7,5.5,1.7,3,28,2020
0,19,369354.781,61492.55,202641.87399999998,633489.204,51.464,44.893,11.3,0.0,4.0,11,19,2018
0,39,281891.36100000003,24194.812,210574.924,516661.097,41.15,49.25,23.7,5.0,1.6,9,30,2019
1,31,141168.454,8347.896,103774.984,253291.33399999997,41.167,16.167,5.2,0.0,1.6,1,11,2020
