시군명,상호명,소재지도로명주소,소재지지번주소,전화번호,사업장구분,사업장규모,월배출예상량(Kg),일배출예상량(Kg),처리방법구분,위탁업소명,위도,경도,데이터기준일자,비고
수원시,씨티팝,,,,음식점,214.71,300,3600,위탁재활용,경희축산,,,2021-06-30,
수원시,아그집쭈꾸미,,,,음식점,272,1000,12000,위탁재활용,미진환경,,,2021-06-30,
수원시,아그집쭈꾸미 성대점,,,070-8615-9429,음식점,207.9,5700,68400,위탁재활용,예진농장,,,2021-06-30,
수원시,아낙네,,,031-296-0085,음식점,402.9,3500,42000,위탁재활용,(주)엔앤피,,,2021-06-30,
수원시,아름유치원,,,,집단급식소,200,300,3600,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,아름학교,,,070-4423-9730,집단급식소,330,1200,14400,위탁재활용,보국환경,,,2021-06-30,
수원시,아모르앤심포니호텔주식회사(아모르관광호텔),,,031-206-0943,호텔·콘도,64,210,2520,위탁재활용,성우환경,,,2021-06-30,
수원시,아삼모사,,,031-232-1157,음식점,253.12,1100,13200,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,아우라더그릴,,,,음식점,371.85,300,3600,위탁재활용,(주)대광축산,,,2021-06-30,
수원시,아웃백스테이크 하우스 권선점,,,,음식점,330.32,3600,43200,위탁재활용,대원농장,,,2021-06-30,
수원시,아이와이관광호텔,,,031-235-7001,호텔·콘도,50,210,2520,위탁재활용,원진축산,,,2021-06-30,
수원시,아인스푸드,,,031-297-0714,집단급식소,250,400,4800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,아주다남병원,,,031-269-7578,집단급식소,142,460,5520,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,아주오토서비스(나인프라임푸드),,,031-273-2037,집단급식소,100,560,6720,위탁재활용,성우환경,,,2021-06-30,
수원시,아주편한병원,,,031-269-7665,집단급식소,470,2400,28800,위탁재활용,대원농장,,,2021-06-30,
수원시,안룡초등학교,,,031-225-0192,집단급식소,750,500,6000,위탁재활용,대한축산,,,2021-06-30,
수원시,애슐리 뉴코아(NC)수원터미널,,,031-8065-3875,음식점,660.92,8400,100800,위탁재활용,(주)흥명환경,,,2021-06-30,
수원시,야꿀꿀이네가자,,,,음식점,230,300,3600,위탁재활용,형제농장,,,2021-06-30,
수원시,양스부대찌개,,,031-223-4558,음식점,283,900,10800,위탁재활용,믿음환경,,,2021-06-30,
수원시,양여사네칼국수생막창,,,031-216-1341,음식점,240,465,5580,위탁재활용,기림산업,,,2021-06-30,
수원시,양촌리,,,,음식점,473.27,6000,72000,위탁재활용,대원농장,,,2021-06-30,
수원시,어글리스토브 영통망포점,,,031-204-8459,음식점,273.35,2000,24000,위탁재활용,경기바이오,,,2021-06-30,
수원시,어니스트키친,,,031-213-0102,음식점,743.75,2000,24000,위탁재활용,성우환경,,,2021-06-30,
수원시,어린이 유치원,,,031-213-2471,집단급식소,200,400,4800,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,어부의마을,,,,음식점,215.25,1500,18000,위탁재활용,경희축산,,,2021-06-30,
수원시,어사출또 인계중앙점,,,031-235-5655,음식점,223.39,2100,25200,자가처리,,,,2021-06-30,
수원시,어사출또(호매실점),,,031-295-3999,음식점,470,1650,19800,위탁재활용,(주)클린에코,,,2021-06-30,
수원시,어울림 한식부페,,,,음식점,272,1890,22680,위탁재활용,기림산업,,,2021-06-30,
수원시,에덴메디여성병원,,,031-236-2000,집단급식소,140,600,7200,위탁재활용,혜지농장,,,2021-06-30,
수원시,에스제이삼성요양병원,,,031-295-1190,집단급식소,300,2700,32400,자가처리,,,,2021-06-30,
수원시,에이스,,,031-205-7236,음식점,222.23,450,5400,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,에이치디씨영창(주)수원센트럴점,,,031-570-1156,음식점,436.68,3000,36000,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,에이치엔에스푸드(아주대교직원식당),,,,집단급식소,1200,2500,30000,위탁재활용,보국환경,,,2021-06-30,
수원시,에이케이노보텔 수원,,,031-547-6608,호텔·콘도,287,9000,108000,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,엘리제회관,,,,집단급식소,2100,4000,48000,위탁재활용,씨에프,,,2021-06-30,
수원시,엘에스씨푸드(제1복지관),,,031-207-2254,집단급식소,1300,2200,26400,위탁재활용,청명제2공장,,,2021-06-30,
수원시,엘에스씨푸드(제2복지관),,,031-241-3196,집단급식소,1000,2600,31200,위탁재활용,청명제2공장,,,2021-06-30,
수원시,엠투 M2,,,031-233-4501,음식점,246.27,900,10800,위탁재활용,해우환경,,,2021-06-30,
수원시,역전할머니맥주인계점,,,031-232-5754,음식점,278.86,1000,12000,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,연무중학교,,,031-216-2983,집단급식소,900,5400,64800,위탁재활용,미진환경,,,2021-06-30,
수원시,연무초등학교,,,031-254-2141,집단급식소,407,1000,12000,위탁재활용,매산농장,,,2021-06-30,
수원시,연세모아요양병원,,,031-201-4500,집단급식소,150,4500,54000,위탁재활용,(주)동탄환경,,,2021-06-30,
수원시,연세세미래병원,,,031-239-7227,집단급식소,100,710,8520,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,연세엘림요양병원,,,,집단급식소,120,2100,25200,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,연포갈비,,,,음식점,653.47,3000,36000,위탁재활용,대원농장,,,2021-06-30,
수원시,연화유치원,,,,집단급식소,400,400,4800,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,영덕고등학교,,,,집단급식소,2900,13000,156000,위탁재활용,경희축산,,,2021-06-30,
수원시,영덕중학교,,,031-202-2294,집단급식소,950,4720,56640,위탁재활용,온누리환경(주),,,2021-06-30,
수원시,영덕초등학교장,,,,집단급식소,1035,3000,36000,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,영동중학교,,,031-203-2507,집단급식소,400,1000,12000,위탁재활용,온누리환경(주),,,2021-06-30,
수원시,영동초등학교,,,031-204-8403,집단급식소,1600,900,10800,위탁재활용,주상진,,,2021-06-30,
수원시,영복여자고등학교,,,,집단급식소,1250,10000,120000,위탁재활용,우리농장,,,2021-06-30,
수원시,영복여자중학교,,,031-245-2513,집단급식소,640,1309,15708,위탁재활용,,,,2021-06-30,
수원시,영생고등학교,,,031-259-9551,집단급식소,1400,5000,60000,위탁재활용,예진농장,,,2021-06-30,
수원시,영신여자고등학교,,,031-292-7038,집단급식소,2000,9600,115200,위탁재활용,우리농장,,,2021-06-30,
수원시,영일중학교,,,031-203-0677,집단급식소,948,2400,28800,위탁재활용,한성농장,,,2021-06-30,
수원시,영일초등학교,,,031-203-0124,집단급식소,685,1500,18000,위탁재활용,우리농장,,,2021-06-30,
수원시,영천두툼이숯불갈비냉면,,,031-225-3300,음식점,677.72,1500,18000,위탁재활용,예진농장,,,2021-06-30,
수원시,영통제일유치원,,,031-202-4778,집단급식소,220,2400,28800,위탁재활용,경희축산,,,2021-06-30,
수원시,영통종합요양센터,,,031-204-7114,집단급식소,300,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,영통중학교,,,070-4486-1207,집단급식소,340,1600,19200,위탁재활용,온누리환경(주),,,2021-06-30,
수원시,영통초등학교,,,031-203-0144,집단급식소,1450,1200,14400,위탁재활용,주상진,,,2021-06-30,
수원시,영통효요양병원,,,,집단급식소,400,2400,28800,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,영푸드,,,031-296-0311,음식점,510.25,5000,60000,위탁재활용,주식회사 예진환경,,,2021-06-30,
수원시,영화초등학교,,,031-258-2235,집단급식소,1200,1800,21600,위탁재활용,뉴크린코리아,,,2021-06-30,
수원시,예가도가니,,,,음식점,370.3,360,4320,위탁재활용,(주)형제환경,,,2021-06-30,
수원시,예닮식당,,,031-229-9012,음식점,466.06,1600,19200,위탁재활용,(주)이엘투엘,,,2021-06-30,
수원시,예당민물매운탕,,,031-211-1880,음식점,105,80,960,위탁재활용,수원시,,,2021-06-30,
수원시,예랑,,,031-234-8195,음식점,164,75,900,위탁재활용,왼형이용,,,2021-06-30,
수원시,예전각 전복설렁탕,,,031-245-2003,음식점,155.76,2400,28800,위탁재활용,(주)동탄환경,,,2021-06-30,
수원시,예전각전복설렁탕,,,031-255-3002,음식점,227,2500,30000,위탁재활용,(주)동탄환경,,,2021-06-30,
수원시,옛맛손두부청국장,,,031-243-4243,음식점,208.67,900,10800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,옛수원설렁탕,,,,음식점,290,600,7200,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,옛장터의맛,,,,음식점,245,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,오리대가,,,031-223-5292,음식점,776.78,1500,18000,위탁재활용,미래환경,,,2021-06-30,
수원시,오모리김치찌개,,,,음식점,210,450,5400,위탁재활용,경희축산,,,2021-06-30,
수원시,오목초등학교,,,031-295-3347,집단급식소,480,1000,12000,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,오사카부루스(수원역점),,,031-241-3200,음식점,255,600,7200,위탁재활용,경희축산,,,2021-06-30,
수원시,오성식당,,,,음식점,210.98,600,7200,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,오엠씨푸드(학습관),,,031-223-4955,음식점,220.9,300,3600,위탁재활용,경희축산,,,2021-06-30,
수원시,오월희망산부인과,,,031-225-7777,집단급식소,165,1323,15876,위탁재활용,팹스유통,,,2021-06-30,
수원시,오정설렁탕 수원본점,,,031-227-3188,음식점,396,3000,36000,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,오현초등학교,,,031-294-7354,집단급식소,810,840,10080,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,옹기네무지락,,,,음식점,258.97,480,5760,위탁재활용,늘푸른환경(주),,,2021-06-30,
수원시,와라와라 수원역점,,,031-254-8587,음식점,256.96,150,1800,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,왔쏘,,,,음식점,265,2000,24000,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,왕대박,,,,음식점,525.95,1500,18000,위탁재활용,경희축산,,,2021-06-30,
수원시,외래식당아리스,,,031-249-8132,음식점,492.24,4900,58800,위탁재활용,정성환경,,,2021-06-30,
수원시,외식중학교((주)바른외식경영),,,031-227-3988,음식점,537.45,600,7200,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,외식하기가장좋은집(외가집)수원인계점,,,031-239-3392,음식점,641.94,2700,32400,자가처리,,,,2021-06-30,
수원시,용궁만찬,,,,음식점,265.53,1025,12300,위탁재활용,정성환경,,,2021-06-30,
수원시,용남고속(주),,,031-295-7105,집단급식소,200,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,용남고속(주) 남부공영차고지,,,031-295-7105,집단급식소,150,2550,30600,자가처리,,,,2021-06-30,
수원시,용남고속(주) 호매실동차고지,,,031-295-7105,집단급식소,150,2550,30600,자가처리,,,,2021-06-30,
수원시,용우각,,,,음식점,220.5,2700,32400,위탁재활용,친환경 우리농장,,,2021-06-30,
수원시,우리식당,,,,음식점,237.24,1200,14400,위탁재활용,인정환경,,,2021-06-30,
수원시,우리유치원,,,031-237-6062,집단급식소,285,450,5400,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,우만종합사회복지관,,,031-254-1992,집단급식소,3240,1250,15000,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,우만초등학교,,,031-257-8417,집단급식소,1450,1200,14400,위탁재활용,뉴크린코리아,,,2021-06-30,
수원시,우먼플러스여성병원,,,031-248-8100,집단급식소,120,600,7200,위탁재활용,혜지농장,,,2021-06-30,
수원시,우미참치,,,,음식점,316.68,1450,17400,위탁재활용,성우환경,,,2021-06-30,
수원시,우소반,,,031-278-0079,음식점,304.72,1189,14268,위탁재활용,보국환경,,,2021-06-30,
수원시,우일티에스 중흥어뮤즈스파점,,,02-477-8020,음식점,311.6,1500,18000,위탁재활용,(주)동탄환경,,,2021-06-30,
수원시,우장군아싸갈비,,,031-291-9933,음식점,330,1800,21600,위탁재활용,(주)해나,,,2021-06-30,
수원시,우주유치원,,,031-269-5550,집단급식소,485.89,60,720,위탁재활용,우주유치원,,,2021-06-30,
수원시,운암정,,,031-225-5357,음식점,582.05,1200,14400,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,원마포해장,,,031-222-3293,음식점,378,1200,14400,위탁재활용,(주)안심환경,,,2021-06-30,
수원시,원요양병원,,,,집단급식소,150,3000,36000,위탁재활용,예진농장,,,2021-06-30,
수원시,원일초등학교,,,031-215-4955,집단급식소,903,1692,20304,위탁재활용,태영환경,,,2021-06-30,
수원시,원조회세꼬시,,,031-203-7200,음식점,429,1780,21360,위탁재활용,석영환경,,,2021-06-30,
수원시,원천중학교,,,031-211-4290,집단급식소,205,600,7200,위탁재활용,온누리환경(주),,,2021-06-30,
수원시,원천초등학교,,,031-214-6618,집단급식소,684,3000,36000,위탁재활용,청미바이오,,,2021-06-30,
수원시,원투닭갈비,,,031-213-0012,음식점,239.8,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,월남쌈김상사광교점,,,031-215-4567,음식점,300,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,웨딩하우스(더시그니처클래스),,,031-8004-8000,음식점,831.22,1250,15000,위탁재활용,미래산업,,,2021-06-30,
수원시,웰빙푸드,,,031-297-8105,음식점,494,1500,18000,자가처리,,,,2021-06-30,
수원시,윈산부인과,,,031-201-9800,집단급식소,100,1500,18000,위탁재활용,정성환경,,,2021-06-30,
수원시,유정장어Ⅱ,,,031-236-0410,음식점,250,600,7200,위탁재활용,경희축산,,,2021-06-30,
수원시,유치회관,,,031-234-6275,음식점,223.51,2100,25200,위탁재활용,경희축산,,,2021-06-30,
수원시,유한회사 비너스 수원점(장안구청 구내식당),,,031-228-5795,집단급식소,200,900,10800,위탁재활용,(주)청명,,,2021-06-30,
수원시,유한회사 에스알디식스(홀리데이인익스프레스수원인계호텔),,,031-5177-0000,호텔·콘도,249,600,7200,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,육달포,,,031-242-6832,음식점,268.76,2000,24000,위탁재활용,(주)청광,,,2021-06-30,
수원시,육미옥(고색점),,,031-227-8040,음식점,460.8,3000,36000,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,육풍 수원인계1호점,,,,음식점,335.99,960,11520,위탁재활용,성우환경,,,2021-06-30,
수원시,율전중학교,,,,집단급식소,1077,1200,14400,위탁재활용,경희축산,,,2021-06-30,
수원시,율전초등학교,,,031-297-8243,집단급식소,1250,2200,26400,위탁재활용,벧엘농장,,,2021-06-30,
수원시,율천고등학교,,,,집단급식소,500,4000,48000,위탁재활용,예진환경,,,2021-06-30,
수원시,율현중학교,,,031-298-9674,집단급식소,983,6000,72000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,율현초등학교,,,031-227-0924,집단급식소,800,2400,28800,위탁재활용,예진환경,,,2021-06-30,
수원시,은미정,,,031-232-9964,음식점,242.4,2400,28800,위탁재활용,예진농장,,,2021-06-30,
수원시,은정한식뷔페,,,031-223-6611,음식점,264.45,900,10800,위탁재활용,원진축산,,,2021-06-30,
수원시,의령메밀소바,,,031-292-5977,음식점,299,1078,12936,위탁재활용,보국환경,,,2021-06-30,
수원시,의료법인 명인의료재단 화홍병원,,,031-278-0119,집단급식소,900,5700,68400,자가처리,,,,2021-06-30,
수원시,의료법인 성웅의료재단,,,031-640-9976,집단급식소,550,3000,36000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,의료법인 토마스의료재단 윌스기념병원,,,031-240-6251,집단급식소,650,5700,68400,자가처리,,,,2021-06-30,
수원시,의료법인 한성재단S서울병원,,,031-225-7000,집단급식소,217,1600,19200,위탁재활용,(주)원예기업,,,2021-06-30,
수원시,의료법인동수원한방병원,,,031-210-0114,집단급식소,150,1800,21600,위탁재활용,대원농장,,,2021-06-30,
수원시,의료법인송설의료재단,,,031-252-2150,집단급식소,100,900,10800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,이가네한상,,,031-207-9966,음식점,220,400,4800,위탁재활용,팹스유통,,,2021-06-30,
수원시,이교수웰빙보리밥뷔페,,,031-225-8816,음식점,358.61,900,10800,위탁재활용,경희축산,,,2021-06-30,
수원시,이교수한정식,,,031-215-5556,음식점,564,1800,21600,위탁재활용,인정환경,,,2021-06-30,
수원시,이대감 수육국밥&보쌈,,,,음식점,479.25,900,10800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,이마트올반광교점(신세계푸드),,,,대규모점포,2000,9800,117600,위탁재활용,삼미환경,,,2021-06-30,
수원시,이마트푸드홀광교점(신세계푸드),,,,대규모점포,350,2400,28800,위탁재활용,삼미환경,,,2021-06-30,
수원시,이목중학교,,,031-547-5256,집단급식소,896,3960,47520,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,이바돔감자탕(권선점),,,031-235-3222,음식점,248.5,3600,43200,위탁재활용,믿음환경,,,2021-06-30,
수원시,이바돔감자탕(호매실점),,,031-295-2020,음식점,248.5,3600,43200,위탁재활용,믿음환경,,,2021-06-30,
수원시,이박사양념소갈비살,,,,음식점,431.41,1800,21600,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,이비가,,,,음식점,242.4,600,7200,위탁재활용,경희축산,,,2021-06-30,
수원시,이야기나무유치원,,,031-203-3211,집단급식소,200,200,2400,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,이의고등학교,,,031-280-6520,집단급식소,1100,5600,67200,위탁재활용,온누리환경(주),,,2021-06-30,
수원시,이의중학교,,,031-8006-2909,집단급식소,574,1000,12000,위탁재활용,온누리환경(주),,,2021-06-30,
수원시,이의초등학교,,,031-8006-1803,집단급식소,1350,3800,45600,위탁재활용,온누리환경(주),,,2021-06-30,
수원시,이태리동,,,031-207-2117,음식점,515.19,2400,28800,위탁재활용,예진농장,,,2021-06-30,
수원시,이화수전통육개장,,,,음식점,228.42,1200,14400,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,이화수전통육개장 수원영통원천점,,,031-212-8081,음식점,214.5,900,10800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,이화수평동점,,,,음식점,237,900,10800,위탁재활용,(주)안심환경,,,2021-06-30,
수원시,인계동 호프,,,031-224-8859,음식점,277.16,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,인계동한식뷔페,,,031-224-9293,음식점,254.8,1000,12000,위탁재활용,우리농장,,,2021-06-30,
수원시,인계쭈구미,,,031-234-1130,음식점,150,900,10800,위탁재활용,경희축산,,,2021-06-30,
수원시,인계쭈꾸미,,,031-234-1130,음식점,504.99,360,4320,위탁재활용,경희축산,,,2021-06-30,
수원시,인계초등학교,,,031-235-8916,집단급식소,825,2500,30000,위탁재활용,미진환경,,,2021-06-30,
수원시,인천경기지방병무청,,,,집단급식소,175,400,4800,위탁재활용,대원농장,,,2021-06-30,
수원시,인팩일렉스((주)명성에프엠씨),,,,집단급식소,380,2400,28800,위탁재활용,(주)청광,,,2021-06-30,
수원시,일월초등학교,,,031-295-1932,집단급식소,930,3100,37200,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,입북초등학교,,,031-294-4986,집단급식소,586,1600,19200,위탁재활용,예진농장,,,2021-06-30,
수원시,입안에바다,,,031-293-3700,음식점,231.4,9000,108000,위탁재활용,믿음환경,,,2021-06-30,
수원시,자성화 맛집 코다리네,,,,음식점,231,900,10800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,자연샘화로구이,,,,음식점,260,1100,13200,위탁재활용,경인바이오,,,2021-06-30,
수원시,자혜학교,,,031-293-6682,집단급식소,200,400,4800,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,잠실감자탕힘센낙지,,,031-222-0018,음식점,220.28,700,8400,위탁재활용,성우환경,,,2021-06-30,
수원시,잠원중학교,,,031-895-5335,집단급식소,770,2600,31200,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,잠원초등학교,,,031-273-0901,집단급식소,1350,2000,24000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,장군왕족발,,,,음식점,261.9,900,10800,위탁재활용,정성환경,,,2021-06-30,
수원시,장수생고기,,,031-239-3074,음식점,288.54,1500,18000,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,장수천한방민물장어,,,031-273-5995,음식점,301,900,10800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,장수촌,,,031-202-9959,음식점,247.9,300,3600,위탁재활용,경희축산,,,2021-06-30,
수원시,장안고등학교,,,031-250-2809,집단급식소,1385,4500,54000,위탁재활용,예진농장,,,2021-06-30,
수원시,장어가,,,,음식점,311.88,450,5400,위탁재활용,경희축산,,,2021-06-30,
수원시,장터설렁탕,,,031-293-1006,음식점,232.4,900,10800,위탁재활용,한성농장,,,2021-06-30,
수원시,젊은이의천국 노블레스,,,,음식점,484.33,1500,18000,위탁재활용,경희축산,,,2021-06-30,
수원시,정가네,,,031-202-8428,음식점,417.96,600,7200,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,정강,,,031-212-3477,음식점,412.12,555,6660,위탁재활용,(주)클린에코,,,2021-06-30,
수원시,정답병원,,,,집단급식소,100,900,10800,위탁재활용,펩스환경,,,2021-06-30,
수원시,정선애 곤드레오리구이,,,031-256-5521,음식점,316.2,450,5400,위탁재활용,보국환경,,,2021-06-30,
수원시,정자초등학교,,,031-248-1694,집단급식소,1460,1600,19200,위탁재활용,뉴크린코리아,,,2021-06-30,
수원시,정진식당,,,031-214-9244,음식점,322.14,2100,25200,위탁재활용,인정환경,,,2021-06-30,
수원시,정천중학교,,,031-295-1291,집단급식소,840,2910,34920,위탁재활용,예진농장,,,2021-06-30,
수원시,정천초등학교,,,031-294-4263,집단급식소,1080,3980,47760,위탁재활용,(주)대생,,,2021-06-30,
수원시,제이마리스웨딩홀부페,,,031-239-8866,집단급식소,992.59,3000,36000,위탁재활용,(주)청광,,,2021-06-30,
수원시,제이에스병원,,,1800-5446,집단급식소,480,1800,21600,자가처리,,,,2021-06-30,
수원시,제일수산동태찜탕,,,031-256-3322,음식점,257.54,300,3600,위탁재활용,경희축산,,,2021-06-30,
수원시,제일푸드수원점,,,031-303-5055,음식점,457,4400,52800,위탁재활용,(주)유림기,,,2021-06-30,
수원시,제주할망돈가,,,031-252-5292,음식점,210,2400,10800,자가처리,,,,2021-06-30,
수원시,제주항,,,031-291-9009,음식점,264.46,1200,14400,위탁재활용,보국환경,,,2021-06-30,
수원시,제철쌈밥,,,031-246-5530,음식점,1983,9000,108000,위탁재활용,미래환경,,,2021-06-30,
수원시,조마루감자탕 곡반정점,,,,음식점,264,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,조선화로집 수원권선점,,,031-235-3222,음식점,900.72,900,10800,위탁재활용,믿음환경,,,2021-06-30,
수원시,조원고등학교,,,031-207-8001,집단급식소,780,2000,24000,위탁재활용,대한축산,,,2021-06-30,
수원시,조원중학교,,,031-242-0439,집단급식소,750,2000,24000,위탁재활용,천성환경,,,2021-06-30,
수원시,조원초등학교,,,031-253-6426,집단급식소,840,1400,16800,위탁재활용,태영환경,,,2021-06-30,
수원시,조은유치원,,,031-251-4070,집단급식소,212,400,4800,위탁재활용,(주)펩스유통,,,2021-06-30,
수원시,조이푸드(신동),,,031-695-6755,음식점,293,3000,36000,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,주)멋진녀석들,,,031-236-0504,음식점,241,600,7200,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,주다방 수원인계점,,,,음식점,383.97,1100,13200,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,주식회사 거궁광교점,,,,음식점,657.86,1200,14400,위탁재활용,(주)유림기업,,,2021-06-30,
수원시,주식회사 롯데리아 수원팔달점,,,031-243-6983,음식점,207.18,60,720,위탁재활용,경희축산,,,2021-06-30,
수원시,주식회사 루클라비,,,031-223-5595,음식점,570,6000,72000,위탁재활용,믿음환경,,,2021-06-30,
수원시,주식회사 비케이알(버거킹 수원호매실SK점),,,070-7462-6863,음식점,299,1500,18000,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,주식회사 수인,,,,음식점,345.42,300,3600,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,주식회사 우헌,,,031-273-1006,음식점,419.83,1500,18000,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,주식회사 트래닛,,,031-8012-8916,집단급식소,180,1216,14600,자가처리,,,,2021-06-30,
수원시,주식회사 파티웨딩유,,,031-297-1000,음식점,407.72,6000,72000,위탁재활용,(주)클린에코,,,2021-06-30,
수원시,주식회사 해물천지,,,031-236-0740,음식점,589.5,970,11640,위탁재활용,(주)클린에코,,,2021-06-30,
수원시,주식회사 호텔리츠,,,031-231-9000,호텔·콘도,45,1050,12600,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,주식회사 호텔앙코르,,,031-230-5132,호텔·콘도,240,18000,216000,위탁재활용,연학목장,,,2021-06-30,
수원시,주식회사21세기초가집,,,031-296-2525,음식점,479.09,2400,28800,위탁재활용,예진농장,,,2021-06-30,
수원시,주식회사덕성,,,031-204-0781,집단급식소,109,625,7500,위탁재활용,대원농장,,,2021-06-30,
수원시,주신 푸드,,,,음식점,297.52,1800,21600,위탁재활용,(유)청명,,,2021-06-30,
수원시,중부푸드,,,,음식점,160,1200,14400,위탁재활용,(주)선영이엔씨,,,2021-06-30,
수원시,중식일프로,,,031-293-0077,음식점,209,3000,36000,위탁재활용,예진농장,,,2021-06-30,
수원시,중앙기독초등학교,,,070-7018-1361,집단급식소,1500,1000,12000,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,중앙양로원,,,031-291-2188,집단급식소,285,800,9600,위탁재활용,(주)기원농장,,,2021-06-30,
수원시,지동시장상인회,,,031-256-0201,음식점,200,6000,72000,위탁재활용,대신환경,,,2021-06-30,
수원시,지동초등학교,,,,집단급식소,650,2400,28800,위탁재활용,미진환경,,,2021-06-30,
수원시,지성유치원,,,031-203-0010,집단급식소,240,400,4800,위탁재활용,(주)펩스환경,,,2021-06-30,
수원시,진성아구찜,,,031-253-3705,음식점,224.58,1680,20160,위탁재활용,미래환경,,,2021-06-30,
수원시,진심한우정육식당,,,031-223-6007,음식점,210.43,810,9720,위탁재활용,원진축산,,,2021-06-30,
수원시,진아유치원,,,031-203-5656,집단급식소,200,200,2400,위탁재활용,(주)석영환경,,,2021-06-30,
수원시,진주냉면,,,031-247-5656,음식점,500,900,10800,위탁재활용,원진축산,,,2021-06-30,
수원시,집,,,031-898-9400,음식점,454.64,1000,12000,위탁재활용,(주)장애인협동환경,,,2021-06-30,
수원시,짜마,,,031-224-5564,음식점,397.83,9900,118800,위탁재활용,더팜,,,2021-06-30,
수원시,짜마차이나(호매실본점),,,031-298-1818,음식점,495.02,5400,64800,위탁재활용,(주)안심환경,,,2021-06-30,
수원시,짬뽕지존오목천 주식회사,,,,음식점,222.3,2700,32400,자가처리,,,,2021-06-30,
수원시,쭈꾸미브라더스,,,,음식점,303.6,4800,57600,위탁재활용,(주)청명,,,2021-06-30,
수원시,착한고기,,,031-898-7088,음식점,174,30,360,위탁재활용,펩스유통,,,2021-06-30,
수원시,착한고기 광교점,,,031-217-9234,음식점,305.65,1130,13560,위탁재활용,기림산업,,,2021-06-30,
수원시,착한고기 호매실점,,,031-292-9991,음식점,239.15,1500,18000,위탁재활용,보국환경,,,2021-06-30,
수원시,착한고기(정자3동),,,,음식점,207.34,900,10800,위탁재활용,청명제2공장,,,2021-06-30,
수원시,착한낙지,,,031-245-3400,음식점,433.14,2100,25200,위탁재활용,(주)선영이엔씨,,,2021-06-30,
