배출년도,배출월,배출일,시군구명,배출량비율(%),배출횟수,배출횟수비율(%),세대수,남성인구,여성인구,외국인인구,배출량(kg)
2019,4,4,과천시,2.4,142,2.83,21315.0,28516,29702,184,136.95
2019,4,4,고양시,3.95,406,3.92,420749.0,512768,532765,12621,497.2
2019,4,5,화성시,2.79,34894,2.88,311380.0,404675,376832,39677,65798.02
2019,4,5,하남시,2.88,52,3.15,110018.0,131949,130312,2281,2793.5
2019,4,5,포천시,2.96,3193,3.09,69641.0,78843,70760,12756,5635.25
2019,4,5,평택시,2.98,3226,3.05,218118.0,257342,243445,23349,6012.9
2019,4,5,파주시,2.94,12478,3.07,189952.0,230009,223357,11240,21401.9
2019,4,5,이천시,2.9,5388,2.94,91219.0,110565,104249,7204,11489.85
2019,4,5,의정부시,2.68,2866,2.86,187998.0,221796,228536,4581,4559.95
2019,4,5,의왕시,3.62,3604,3.1,60451.0,78391,78699,1174,22801.6
2019,4,5,용인시,2.79,49564,2.89,395331.0,517714,524515,18581,83908.05
2019,4,5,오산시,2.78,11051,2.92,90999.0,113460,106621,9612,19475.6
2019,4,5,여주시,2.75,1680,2.87,49666.0,56391,54752,3403,3515.8
2019,4,5,양주시,2.99,8693,3.1,90723.0,111443,108346,7186,14343.15
2019,4,5,안양시,2.9,2305,2.87,222561.0,283958,289338,7449,4022.2
2019,4,5,시흥시,3.06,861,3.05,186443.0,240657,218944,35217,1484.15
2019,4,5,수원시권선구,2.8,17526,2.9,41526.0,603839,594622,0,29109.0
2019,4,5,수원시장안구,2.76,11760,2.88,495905.0,603839,594622,41526,19011.8
2019,4,5,수원시영통구,2.74,22001,2.91,41526.0,603839,594622,0,35101.3
2019,4,5,수원시팔달구,2.81,5743,2.92,41526.0,603839,594622,0,8942.85
2019,4,5,성남시분당구,2.86,257,2.96,18021.0,470051,479265,0,351.65
2019,4,5,성남시중원구,2.87,229,3.22,18021.0,470051,479265,0,302.0
2019,4,5,부천시,2.95,8023,3.04,339028.0,416860,421077,25252,13387.0
2019,4,5,동두천시,2.95,3411,3.08,42849.0,47567,47808,3392,5702.15
2019,4,5,남양주시,2.85,5995,2.92,268285.0,342750,344825,7193,10705.8
2019,4,5,군포시,2.74,2693,2.85,107806.0,136598,138609,7041,4225.65
2019,4,5,구리시,3.52,5703,3.1,79698.0,100291,101661,1436,23986.5
2019,4,5,과천시,3.1,166,3.31,21315.0,28516,29702,184,177.15
2019,4,5,고양시,3.2,326,3.15,420749.0,512768,532765,12621,401.9
2019,4,6,화성시,2.99,34966,2.89,311380.0,404675,376832,39677,70469.21
2019,4,6,하남시,2.06,40,2.42,110018.0,131949,130312,2281,1995.5
2019,4,6,포천시,2.82,2897,2.8,69641.0,78843,70760,12756,5357.25
2019,4,6,평택시,3.2,3260,3.08,218118.0,257342,243445,23349,6470.8
2019,4,6,파주시,2.92,11508,2.83,189952.0,230009,223357,11240,21236.85
2019,4,6,이천시,3.11,5521,3.01,91219.0,110565,104249,7204,12320.4
2019,4,6,의정부시,2.89,2833,2.82,187998.0,221796,228536,4581,4921.95
2019,4,6,의왕시,2.84,3564,3.06,60451.0,78391,78699,1174,17875.3
2019,4,6,용인시,3.04,50259,2.93,395331.0,517714,524515,18581,91566.45
2019,4,6,오산시,3.05,11245,2.97,90999.0,113460,106621,9612,21386.4
2019,4,6,여주시,3.22,1831,3.13,49666.0,56391,54752,3403,4122.75
2019,4,6,양주시,2.96,8116,2.9,90723.0,111443,108346,7186,14168.15
2019,4,6,안양시,3.1,2419,3.01,222561.0,283958,289338,7449,4299.7
2019,4,6,시흥시,3.12,866,3.06,186443.0,240657,218944,35217,1513.15
2019,4,6,수원시권선구,3.01,17723,2.93,41526.0,603839,594622,0,31293.2
2019,4,6,수원시영통구,2.97,22070,2.92,41526.0,603839,594622,0,37964.5
2019,4,6,수원시장안구,2.95,11629,2.85,495905.0,603839,594622,41526,20302.0
2019,4,6,수원시팔달구,3.02,5737,2.92,41526.0,603839,594622,0,9619.6
2019,4,6,성남시중원구,3.14,213,2.99,18021.0,470051,479265,0,330.85
2019,4,6,성남시분당구,3.37,267,3.08,18021.0,470051,479265,0,415.1
2019,4,6,부천시,3.03,7658,2.9,339028.0,416860,421077,25252,13705.4
2019,4,6,동두천시,3.05,3240,2.93,42849.0,47567,47808,3392,5886.1
2019,4,6,남양주시,2.83,5632,2.75,268285.0,342750,344825,7193,10626.4
2019,4,6,군포시,2.92,2653,2.81,107806.0,136598,138609,7041,4514.6
2019,4,6,구리시,2.33,5117,2.78,79698.0,100291,101661,1436,15847.2
2019,4,6,과천시,3.14,153,3.05,21315.0,28516,29702,184,179.3
2019,4,6,고양시,2.83,316,3.05,420749.0,512768,532765,12621,355.8
2019,4,7,화성시,4.63,52608,4.35,311380.0,404675,376832,39677,109129.13
2019,4,7,하남시,5.44,76,4.6,110018.0,131949,130312,2281,5275.0
2019,4,7,포천시,4.16,3925,3.79,69641.0,78843,70760,12756,7917.2
2019,4,7,평택시,4.5,4237,4.0,218118.0,257342,243445,23349,9091.55
2019,4,7,파주시,3.96,14777,3.64,189952.0,230009,223357,11240,28818.25
2019,4,7,이천시,4.52,7656,4.18,91219.0,110565,104249,7204,17911.45
2019,4,7,의정부시,4.42,4143,4.13,187998.0,221796,228536,4581,7524.45
2019,4,7,의왕시,1.22,4475,3.85,60451.0,78391,78699,1174,7686.85
2019,4,7,용인시,4.29,68686,4.0,395331.0,517714,524515,18581,129026.45
2019,4,7,오산시,4.57,15885,4.2,90999.0,113460,106621,9612,31995.3
2019,4,7,여주시,4.8,2535,4.33,49666.0,56391,54752,3403,6141.6
2019,4,7,양주시,4.28,10864,3.88,90723.0,111443,108346,7186,20502.5
2019,4,7,안양시,5.09,4036,5.02,222561.0,283958,289338,7449,7060.8
2019,4,7,시흥시,4.35,1170,4.14,186443.0,240657,218944,35217,2111.6
2019,4,7,수원시권선구,4.5,25209,4.17,41526.0,603839,594622,0,46738.95
2019,4,7,수원시장안구,4.45,16691,4.09,495905.0,603839,594622,41526,30622.8
2019,4,7,수원시영통구,4.22,29843,3.95,41526.0,603839,594622,0,54067.05
2019,4,7,수원시팔달구,4.05,7232,3.68,41526.0,603839,594622,0,12887.7
2019,4,7,성남시중원구,4.05,242,3.4,18021.0,470051,479265,0,427.0
2019,4,7,성남시분당구,3.22,289,3.33,18021.0,470051,479265,0,395.95
2019,4,7,부천시,4.47,10899,4.13,339028.0,416860,421077,25252,20273.55
2019,4,7,동두천시,4.14,4247,3.84,42849.0,47567,47808,3392,7998.3
2019,4,7,남양주시,4.52,8916,4.35,268285.0,342750,344825,7193,16992.9
2019,4,7,군포시,4.32,3740,3.96,107806.0,136598,138609,7041,6665.3
2019,4,7,구리시,1.83,7059,3.84,79698.0,100291,101661,1436,12454.3
2019,4,7,과천시,4.27,181,3.61,21315.0,28516,29702,184,243.95
2019,4,7,고양시,3.71,379,3.66,420749.0,512768,532765,12621,466.2
2019,4,8,화성시,3.63,42858,3.54,311380.0,404675,376832,39677,85513.009
2019,4,8,하남시,5.21,77,4.66,110018.0,131949,130312,2281,5050.5
2019,4,8,포천시,3.53,3588,3.47,69641.0,78843,70760,12756,6713.35
2019,4,8,평택시,3.53,3713,3.51,218118.0,257342,243445,23349,7124.8
2019,4,8,파주시,3.68,14471,3.56,189952.0,230009,223357,11240,26812.2
2019,4,8,이천시,3.56,6402,3.49,91219.0,110565,104249,7204,14106.55
2019,4,8,의정부시,3.58,3496,3.48,187998.0,221796,228536,4581,6094.6
2019,4,8,의왕시,6.12,4037,3.47,60451.0,78391,78699,1174,38529.0
2019,4,8,용인시,3.68,61087,3.56,395331.0,517714,524515,18581,110618.65
2019,4,8,오산시,3.45,12885,3.41,90999.0,113460,106621,9612,24178.1
2019,4,8,여주시,3.6,2043,3.49,49666.0,56391,54752,3403,4600.8
2019,4,8,양주시,3.59,9820,3.51,90723.0,111443,108346,7186,17198.9
2019,4,8,안양시,2.99,2417,3.0,222561.0,283958,289338,7449,4141.0
2019,4,8,시흥시,3.41,960,3.4,186443.0,240657,218944,35217,1658.35
2019,4,8,수원시장안구,3.54,13990,3.43,495905.0,603839,594622,41526,24372.3
2019,4,8,수원시팔달구,3.8,7320,3.72,41526.0,603839,594622,0,12109.8
2019,4,8,수원시권선구,3.5,20691,3.42,41526.0,603839,594622,0,36313.15
2019,4,8,수원시영통구,3.8,27973,3.7,41526.0,603839,594622,0,48638.75
2019,4,8,성남시분당구,4.24,315,3.63,18021.0,470051,479265,0,521.15
2019,4,8,성남시중원구,4.06,264,3.71,18021.0,470051,479265,0,427.4
2019,4,8,부천시,3.64,9335,3.54,339028.0,416860,421077,25252,16476.3
2019,4,8,동두천시,3.63,3855,3.49,42849.0,47567,47808,3392,7013.3
2019,4,8,남양주시,3.43,6818,3.32,268285.0,342750,344825,7193,12896.8
2019,4,8,군포시,3.79,3483,3.68,107806.0,136598,138609,7041,5856.4
2019,4,8,구리시,5.22,6807,3.7,79698.0,100291,101661,1436,35569.55
2019,4,8,과천시,3.28,162,3.23,21315.0,28516,29702,184,187.4
2019,4,8,고양시,2.99,299,2.89,420749.0,512768,532765,12621,376.55
2019,4,9,화성시,2.47,30973,2.56,311380.0,404675,376832,39677,58337.329
2019,4,9,하남시,2.73,48,2.9,110018.0,131949,130312,2281,2641.5
2019,4,9,포천시,2.58,2708,2.62,69641.0,78843,70760,12756,4907.25
2019,4,9,평택시,2.54,2893,2.73,218118.0,257342,243445,23349,5135.35
2019,4,9,파주시,2.71,11496,2.83,189952.0,230009,223357,11240,19744.95
2019,4,9,이천시,2.37,4627,2.52,91219.0,110565,104249,7204,9407.05
2019,4,9,의정부시,2.72,2741,2.73,187998.0,221796,228536,4581,4633.95
2019,4,9,의왕시,3.14,3224,2.77,60451.0,78391,78699,1174,19758.65
2019,4,9,용인시,2.6,46234,2.69,395331.0,517714,524515,18581,78301.8
2019,4,9,오산시,2.55,9963,2.63,90999.0,113460,106621,9612,17834.85
2019,4,9,여주시,2.46,1506,2.57,49666.0,56391,54752,3403,3151.7
2019,4,9,양주시,2.79,7884,2.82,90723.0,111443,108346,7186,13367.45
2019,4,9,안양시,2.37,1945,2.42,222561.0,283958,289338,7449,3284.65
2019,4,9,시흥시,2.55,748,2.65,186443.0,240657,218944,35217,1240.5
2019,4,9,수원시장안구,2.6,10843,2.66,495905.0,603839,594622,41526,17911.9
2019,4,9,수원시영통구,2.52,19881,2.63,41526.0,603839,594622,0,32265.5
2019,4,9,수원시팔달구,2.57,5258,2.67,41526.0,603839,594622,0,8178.45
2019,4,9,수원시권선구,2.55,16053,2.65,41526.0,603839,594622,0,26457.75
2019,4,9,성남시중원구,2.31,179,2.52,18021.0,470051,479265,0,243.8
2019,4,9,성남시분당구,3.03,263,3.03,18021.0,470051,479265,0,372.8
2019,4,9,부천시,2.66,7161,2.71,339028.0,416860,421077,25252,12073.3
2019,4,9,동두천시,2.71,3008,2.72,42849.0,47567,47808,3392,5242.85
2019,4,9,남양주시,2.51,5306,2.59,268285.0,342750,344825,7193,9432.9
2019,4,9,군포시,2.66,2556,2.7,107806.0,136598,138609,7041,4105.0
2019,4,9,구리시,3.43,4907,2.67,79698.0,100291,101661,1436,23345.5
2019,4,9,과천시,2.76,148,2.95,21315.0,28516,29702,184,157.95
2019,4,9,고양시,3.29,332,3.21,420749.0,512768,532765,12621,413.9
2019,4,10,화성시,3.11,38637,3.19,311380.0,404675,376832,39677,73356.68
2019,4,10,하남시,2.41,48,2.9,110018.0,131949,130312,2281,2334.0
2019,4,10,포천시,3.11,3181,3.07,69641.0,78843,70760,12756,5908.4
2019,4,10,평택시,3.29,3553,3.36,218118.0,257342,243445,23349,6649.6
2019,4,10,파주시,3.15,12964,3.19,189952.0,230009,223357,11240,22920.45
2019,4,10,이천시,3.27,6042,3.3,91219.0,110565,104249,7204,12965.6
2019,4,10,의정부시,3.24,3328,3.32,187998.0,221796,228536,4581,5530.0
2019,4,10,의왕시,3.24,3894,3.35,60451.0,78391,78699,1174,20413.65
2019,4,10,용인시,3.2,55740,3.25,395331.0,517714,524515,18581,96166.95
2019,4,10,오산시,3.25,12617,3.34,90999.0,113460,106621,9612,22766.2
2019,4,10,여주시,3.11,1848,3.16,49666.0,56391,54752,3403,3980.0
2019,4,10,양주시,3.11,8835,3.16,90723.0,111443,108346,7186,14890.85
2019,4,10,안양시,3.2,2567,3.19,222561.0,283958,289338,7449,4429.95
2019,4,10,시흥시,3.52,991,3.5,186443.0,240657,218944,35217,1709.55
2019,4,10,수원시영통구,3.39,25264,3.34,41526.0,603839,594622,0,43454.35
2019,4,10,수원시장안구,3.29,13568,3.33,495905.0,603839,594622,41526,22639.35
2019,4,10,수원시권선구,3.23,19979,3.3,41526.0,603839,594622,0,33544.35
2019,4,10,수원시팔달구,3.43,6824,3.47,41526.0,603839,594622,0,10930.5
2019,4,10,성남시분당구,3.15,283,3.26,18021.0,470051,479265,0,387.45
2019,4,10,성남시중원구,2.98,214,3.01,18021.0,470051,479265,0,314.2
2019,4,10,부천시,3.16,8588,3.26,339028.0,416860,421077,25252,14308.05
2019,4,10,동두천시,3.01,3476,3.14,42849.0,47567,47808,3392,5820.65
2019,4,10,남양주시,3.28,6769,3.3,268285.0,342750,344825,7193,12338.3
2019,4,10,군포시,3.48,3302,3.49,107806.0,136598,138609,7041,5375.2
2019,4,10,구리시,3.39,6154,3.35,79698.0,100291,101661,1436,23070.8
2019,4,10,과천시,3.07,154,3.07,21315.0,28516,29702,184,175.55
2019,4,10,고양시,3.17,335,3.24,420749.0,512768,532765,12621,398.95
2019,4,11,화성시,3.15,38691,3.2,311380.0,404675,376832,39677,74159.77
2019,4,11,하남시,2.66,50,3.02,110018.0,131949,130312,2281,2582.0
2019,4,11,포천시,3.24,3343,3.23,69641.0,78843,70760,12756,6155.1
2019,4,11,평택시,3.06,3303,3.12,218118.0,257342,243445,23349,6174.5
2019,4,11,파주시,3.23,13454,3.31,189952.0,230009,223357,11240,23531.95
2019,4,11,이천시,3.12,5775,3.15,91219.0,110565,104249,7204,12369.7
2019,4,11,의정부시,3.15,3208,3.2,187998.0,221796,228536,4581,5372.35
2019,4,11,의왕시,2.53,3603,3.1,60451.0,78391,78699,1174,15908.8
2019,4,11,용인시,3.19,56279,3.28,395331.0,517714,524515,18581,96087.15
2019,4,11,오산시,3.02,11869,3.14,90999.0,113460,106621,9612,21124.65
2019,4,11,여주시,3.0,1814,3.1,49666.0,56391,54752,3403,3843.5
2019,4,11,양주시,3.22,9209,3.29,90723.0,111443,108346,7186,15429.6
2019,4,11,안양시,3.15,2470,3.07,222561.0,283958,289338,7449,4365.9
2019,4,11,시흥시,2.89,854,3.02,186443.0,240657,218944,35217,1403.7
2019,4,11,수원시팔달구,3.06,6158,3.13,41526.0,603839,594622,0,9747.65
2019,4,11,수원시장안구,3.35,13931,3.42,495905.0,603839,594622,41526,23094.35
2019,4,11,수원시권선구,3.15,19375,3.2,41526.0,603839,594622,0,32745.05
2019,4,11,수원시영통구,3.1,24226,3.2,41526.0,603839,594622,0,39694.95
2019,4,11,성남시중원구,3.14,218,3.07,18021.0,470051,479265,0,331.3
2019,4,11,성남시분당구,3.42,269,3.1,18021.0,470051,479265,0,420.45
2019,4,11,부천시,3.16,8536,3.24,339028.0,416860,421077,25252,14333.9
2019,4,11,동두천시,3.2,3681,3.33,42849.0,47567,47808,3392,6193.4
2019,4,11,남양주시,3.37,6940,3.38,268285.0,342750,344825,7193,12670.2
2019,4,11,군포시,2.93,2929,3.1,107806.0,136598,138609,7041,4523.45
2019,4,11,구리시,2.51,5760,3.13,79698.0,100291,101661,1436,17077.0
2019,4,11,과천시,3.1,178,3.55,21315.0,28516,29702,184,177.0
2019,4,11,고양시,4.02,450,4.35,420749.0,512768,532765,12621,506.15
2019,4,12,화성시,2.93,36722,3.04,311380.0,404675,376832,39677,68999.97
2019,4,12,하남시,2.97,50,3.02,110018.0,131949,130312,2281,2880.5
2019,4,12,포천시,3.06,3349,3.24,69641.0,78843,70760,12756,5824.95
2019,4,12,평택시,2.95,3274,3.09,218118.0,257342,243445,23349,5950.95
2019,4,12,파주시,3.01,12788,3.15,189952.0,230009,223357,11240,21923.0
2019,4,12,이천시,3.02,5758,3.14,91219.0,110565,104249,7204,11980.95
2019,4,12,의정부시,2.88,3009,3.0,187998.0,221796,228536,4581,4910.1
2019,4,12,의왕시,3.13,3631,3.12,60451.0,78391,78699,1174,19708.05
2019,4,12,용인시,2.9,51787,3.02,395331.0,517714,524515,18581,87118.4
2019,4,12,오산시,2.98,11622,3.07,90999.0,113460,106621,9612,20843.5
2019,4,12,여주시,3.21,1879,3.21,49666.0,56391,54752,3403,4111.2
2019,4,12,양주시,3.02,8953,3.2,90723.0,111443,108346,7186,14473.95
2019,4,12,안양시,3.01,2469,3.07,222561.0,283958,289338,7449,4165.1
2019,4,12,시흥시,2.97,884,3.13,186443.0,240657,218944,35217,1441.85
2019,4,12,수원시장안구,2.86,12220,3.0,495905.0,603839,594622,41526,19699.55
2019,4,12,수원시권선구,2.98,18636,3.08,41526.0,603839,594622,0,30994.8
2019,4,12,수원시팔달구,2.93,6074,3.09,41526.0,603839,594622,0,9321.8
2019,4,12,수원시영통구,2.85,22904,3.03,41526.0,603839,594622,0,36541.5
2019,4,12,성남시분당구,2.67,260,3.0,18021.0,470051,479265,0,327.9
2019,4,12,성남시중원구,2.97,213,2.99,18021.0,470051,479265,0,313.3
2019,4,12,부천시,2.99,8231,3.12,339028.0,416860,421077,25252,13562.9
2019,4,12,동두천시,3.19,3649,3.3,42849.0,47567,47808,3392,6162.4
2019,4,12,남양주시,2.92,6227,3.04,268285.0,342750,344825,7193,10993.25
2019,4,12,군포시,2.87,2835,3.0,107806.0,136598,138609,7041,4433.7
2019,4,12,구리시,3.68,5925,3.22,79698.0,100291,101661,1436,25067.0
2019,4,12,과천시,2.59,141,2.81,21315.0,28516,29702,184,148.2
2019,4,12,고양시,2.96,317,3.06,420749.0,512768,532765,12621,371.85
2019,4,13,화성시,3.07,36484,3.02,311380.0,404675,376832,39677,72358.88
2019,4,13,하남시,2.4,46,2.78,110018.0,131949,130312,2281,2323.0
2019,4,13,포천시,3.42,3453,3.34,69641.0,78843,70760,12756,6499.9
2019,4,13,평택시,3.44,3496,3.3,218118.0,257342,243445,23349,6952.5
2019,4,13,파주시,3.17,12453,3.07,189952.0,230009,223357,11240,23039.95
2019,4,13,이천시,3.15,5727,3.12,91219.0,110565,104249,7204,12487.5
2019,4,13,의정부시,3.22,3172,3.16,187998.0,221796,228536,4581,5482.5
2019,4,13,의왕시,2.6,3606,3.1,60451.0,78391,78699,1174,16352.05
2019,4,13,용인시,3.11,52425,3.06,395331.0,517714,524515,18581,93663.5
2019,4,13,오산시,3.11,11649,3.08,90999.0,113460,106621,9612,21756.05
2019,4,13,여주시,3.38,1953,3.34,49666.0,56391,54752,3403,4324.9
2019,4,13,양주시,3.28,9023,3.22,90723.0,111443,108346,7186,15733.05
2019,4,13,안양시,3.29,2544,3.16,222561.0,283958,289338,7449,4552.85
2019,4,13,시흥시,3.58,967,3.42,186443.0,240657,218944,35217,1737.8
2019,4,13,수원시영통구,3.12,22976,3.04,41526.0,603839,594622,0,39986.9
2019,4,13,수원시권선구,3.09,18409,3.04,41526.0,603839,594622,0,32111.1
2019,4,13,수원시장안구,3.01,11992,2.94,495905.0,603839,594622,41526,20742.35
2019,4,13,수원시팔달구,3.2,6009,3.06,41526.0,603839,594622,0,10201.95
2019,4,13,성남시중원구,3.16,248,3.49,18021.0,470051,479265,0,332.95
2019,4,13,성남시분당구,3.03,261,3.01,18021.0,470051,479265,0,372.8
2019,4,13,부천시,3.09,8071,3.06,339028.0,416860,421077,25252,14016.25
2019,4,13,동두천시,3.25,3425,3.1,42849.0,47567,47808,3392,6275.25
2019,4,13,남양주시,3.07,6153,3.0,268285.0,342750,344825,7193,11543.15
2019,4,13,군포시,3.22,2942,3.11,107806.0,136598,138609,7041,4963.3
2019,4,13,구리시,2.42,5527,3.01,79698.0,100291,101661,1436,16495.1
2019,4,13,과천시,3.56,155,3.09,21315.0,28516,29702,184,203.65
2019,4,13,고양시,3.05,305,2.95,420749.0,512768,532765,12621,384.15
2019,4,14,화성시,4.34,49318,4.08,311380.0,404675,376832,39677,102309.38
2019,4,14,하남시,5.76,75,4.54,110018.0,131949,130312,2281,5585.0
2019,4,14,포천시,3.82,3596,3.48,69641.0,78843,70760,12756,7257.05
2019,4,14,평택시,3.98,3936,3.72,218118.0,257342,243445,23349,8036.65
2019,4,14,파주시,3.64,13671,3.37,189952.0,230009,223357,11240,26527.65
2019,4,14,이천시,4.01,6901,3.76,91219.0,110565,104249,7204,15908.25
2019,4,14,의정부시,3.97,3757,3.74,187998.0,221796,228536,4581,6764.7
2019,4,14,의왕시,1.16,4265,3.67,60451.0,78391,78699,1174,7324.85
2019,4,14,용인시,3.96,63460,3.7,395331.0,517714,524515,18581,119209.8
2019,4,14,오산시,4.27,14766,3.9,90999.0,113460,106621,9612,29891.649
2019,4,14,여주시,4.1,2228,3.81,49666.0,56391,54752,3403,5244.45
2019,4,14,양주시,3.76,9695,3.46,90723.0,111443,108346,7186,18033.3
2019,4,14,안양시,5.05,3945,4.9,222561.0,283958,289338,7449,6999.55
2019,4,14,시흥시,4.27,1092,3.86,186443.0,240657,218944,35217,2072.4
2019,4,14,수원시권선구,4.16,23598,3.9,41526.0,603839,594622,0,43169.65
2019,4,14,수원시팔달구,3.76,6720,3.42,41526.0,603839,594622,0,11987.15
2019,4,14,수원시장안구,4.17,15687,3.85,495905.0,603839,594622,41526,28730.1
2019,4,14,수원시영통구,4.02,27856,3.68,41526.0,603839,594622,0,51450.0
2019,4,14,성남시분당구,3.45,286,3.3,18021.0,470051,479265,0,424.35
2019,4,14,성남시중원구,3.65,238,3.35,18021.0,470051,479265,0,384.8
2019,4,14,부천시,4.03,9953,3.77,339028.0,416860,421077,25252,18276.05
2019,4,14,동두천시,3.61,3668,3.32,42849.0,47567,47808,3392,6968.6
2019,4,14,남양주시,4.2,8231,4.01,268285.0,342750,344825,7193,15805.9
2019,4,14,군포시,3.97,3410,3.61,107806.0,136598,138609,7041,6129.8
2019,4,14,구리시,1.7,6483,3.53,79698.0,100291,101661,1436,11603.1
2019,4,14,과천시,4.13,189,3.77,21315.0,28516,29702,184,236.05
2019,4,14,고양시,3.45,322,3.11,420749.0,512768,532765,12621,434.25
2019,4,15,화성시,3.77,44473,3.68,311380.0,404675,376832,39677,88891.94
2019,4,15,하남시,3.97,67,4.05,110018.0,131949,130312,2281,3845.5
2019,4,15,포천시,3.79,3906,3.78,69641.0,78843,70760,12756,7207.7
2019,4,15,평택시,3.97,3970,3.75,218118.0,257342,243445,23349,8015.0
2019,4,15,파주시,3.81,15011,3.7,189952.0,230009,223357,11240,27748.15
2019,4,15,이천시,3.7,6681,3.64,91219.0,110565,104249,7204,14669.2
2019,4,15,의정부시,3.87,3668,3.65,187998.0,221796,228536,4581,6592.9
2019,4,15,의왕시,5.98,4247,3.65,60451.0,78391,78699,1174,37627.4
2019,4,15,용인시,3.84,64122,3.74,395331.0,517714,524515,18581,115524.15
2019,4,15,오산시,3.68,13546,3.58,90999.0,113460,106621,9612,25750.25
2019,4,15,여주시,3.61,2093,3.58,49666.0,56391,54752,3403,4617.65
2019,4,15,양주시,3.67,10178,3.63,90723.0,111443,108346,7186,17584.85
2019,4,15,안양시,3.25,2549,3.17,222561.0,283958,289338,7449,4499.7
2019,4,15,시흥시,3.56,1014,3.59,186443.0,240657,218944,35217,1730.4
2019,4,15,수원시장안구,3.63,14468,3.55,495905.0,603839,594622,41526,24977.3
2019,4,15,수원시권선구,3.67,21798,3.6,41526.0,603839,594622,0,38161.85
2019,4,15,수원시팔달구,4.0,7601,3.87,41526.0,603839,594622,0,12734.1
2019,4,15,수원시영통구,3.95,29318,3.88,41526.0,603839,594622,0,50570.3
2019,4,15,성남시분당구,3.97,327,3.77,18021.0,470051,479265,0,488.05
2019,4,15,성남시중원구,3.86,252,3.54,18021.0,470051,479265,0,406.65
2019,4,15,부천시,3.79,9708,3.68,339028.0,416860,421077,25252,17164.55
2019,4,15,동두천시,3.73,4082,3.69,42849.0,47567,47808,3392,7215.2
2019,4,15,남양주시,3.66,7276,3.55,268285.0,342750,344825,7193,13763.2
2019,4,15,군포시,3.91,3592,3.8,107806.0,136598,138609,7041,6028.3
2019,4,15,구리시,5.31,7006,3.81,79698.0,100291,101661,1436,36189.1
2019,4,15,과천시,3.78,177,3.53,21315.0,28516,29702,184,216.2
2019,4,15,고양시,3.42,348,3.36,420749.0,512768,532765,12621,429.9
2019,4,16,화성시,3.18,39474,3.26,311380.0,404675,376832,39677,74918.38
2019,4,16,하남시,2.8,50,3.02,110018.0,131949,130312,2281,2709.5
2019,4,16,포천시,3.26,3448,3.33,69641.0,78843,70760,12756,6201.3
2019,4,16,평택시,3.17,3454,3.26,218118.0,257342,243445,23349,6406.35
2019,4,16,파주시,3.42,13961,3.44,189952.0,230009,223357,11240,24874.55
2019,4,16,이천시,3.18,6066,3.31,91219.0,110565,104249,7204,12627.2
2019,4,16,의정부시,3.33,3355,3.34,187998.0,221796,228536,4581,5671.75
2019,4,16,의왕시,3.2,3821,3.28,60451.0,78391,78699,1174,20157.0
2019,4,16,용인시,3.26,57377,3.34,395331.0,517714,524515,18581,98149.15
2019,4,16,오산시,3.17,12380,3.27,90999.0,113460,106621,9612,22183.75
2019,4,16,여주시,3.34,1940,3.32,49666.0,56391,54752,3403,4274.65
2019,4,16,양주시,3.21,9284,3.32,90723.0,111443,108346,7186,15393.25
2019,4,16,안양시,3.05,2513,3.12,222561.0,283958,289338,7449,4224.4
2019,4,16,시흥시,3.16,915,3.24,186443.0,240657,218944,35217,1535.95
2019,4,16,수원시팔달구,3.2,6495,3.3,41526.0,603839,594622,0,10190.75
2019,4,16,수원시영통구,3.2,24824,3.28,41526.0,603839,594622,0,40953.3
2019,4,16,수원시장안구,3.18,13439,3.3,495905.0,603839,594622,41526,21871.35
2019,4,16,수원시권선구,3.24,20278,3.35,41526.0,603839,594622,0,33657.85
2019,4,16,성남시중원구,3.08,235,3.3,18021.0,470051,479265,0,324.85
2019,4,16,성남시분당구,3.74,334,3.85,18021.0,470051,479265,0,459.8
2019,4,16,부천시,3.2,8784,3.33,339028.0,416860,421077,25252,14476.9
2019,4,16,동두천시,3.3,3779,3.42,42849.0,47567,47808,3392,6368.4
2019,4,16,남양주시,3.11,6485,3.16,268285.0,342750,344825,7193,11694.85
2019,4,16,군포시,3.11,3108,3.29,107806.0,136598,138609,7041,4799.25
2019,4,16,구리시,3.66,6109,3.32,79698.0,100291,101661,1436,24911.5
2019,4,16,과천시,3.18,168,3.35,21315.0,28516,29702,184,181.7
2019,4,16,고양시,3.14,323,3.12,420749.0,512768,532765,12621,394.5
2019,4,17,화성시,3.09,38928,3.22,311380.0,404675,376832,39677,72752.13
2019,4,17,하남시,2.75,52,3.15,110018.0,131949,130312,2281,2660.5
2019,4,17,포천시,3.17,3446,3.33,69641.0,78843,70760,12756,6030.2
2019,4,17,평택시,3.1,3524,3.33,218118.0,257342,243445,23349,6263.7
2019,4,17,파주시,3.16,13509,3.33,189952.0,230009,223357,11240,23010.5
2019,4,17,이천시,3.15,6072,3.31,91219.0,110565,104249,7204,12490.15
2019,4,17,의정부시,3.13,3348,3.34,187998.0,221796,228536,4581,5339.15
2019,4,17,의왕시,3.55,3830,3.29,60451.0,78391,78699,1174,22376.5
2019,4,17,용인시,3.14,56373,3.29,395331.0,517714,524515,18581,94573.45
2019,4,17,오산시,3.25,12791,3.38,90999.0,113460,106621,9612,22796.55
2019,4,17,여주시,3.22,1974,3.37,49666.0,56391,54752,3403,4121.0
